Species	Status
Mellalictis_mellalensis	extinct
Mellivora	extinct
Mellivora_capensis	extant
Mellivora_punjabiensis	extinct
Mellivorinae	extinct
Melodon	extinct
Mephitini	extinct
Mephitis	extinct
Mephitis_macroura	extant
Mephitis_mephitis	extant
Mephitis_rexroadensis	extinct
Mesocyon	extinct
Mesocyon_brachyops	extinct
Mesocyon_coryphaeus	extinct
Mesocyon_temnodon	extinct
Mesoscalops	extinct
Mesoscalops_montanensis	extinct
Mesoscalops_scopelotemos	extinct
Messiphoca_mauretanica	extinct
Metacheiromyidae	extinct
Metacheiromys	extinct
Metacheiromys_dasypus	extinct
Metacheiromys_marshi	extinct
Metacordylodon	extinct
Metacordylodon_schlosseri	extinct
Metailurus	extinct
Metalopex_bakeri	extinct
Metalopex_macconnelli	extinct
Metalopex_merriami	extinct
Metarctos	extinct
Metatomarctus	extinct
Metatomarctus_canavus	extinct
Miacidae	extinct
Miacinae	extinct
Miacis	extinct
Miacis_australis	extinct
Miacis_boqinghensis	extinct
Miacis_cognitus	extinct
Miacis_deutschi	extinct
Miacis_exiguus	extinct
Miacis_hookwayi	extinct
Miacis_invictus	extinct
Miacis_latidens	extinct
Miacis_lushiensis	extinct
Miacis_medius	extinct
Miacis_parvivorus	extinct
Miacis_petilus	extinct
Miacis_rundlei	extinct
Miacoidea	extinct
Microchiroptera	extinct
Microchiropteryx_folieae	extinct
Micronycteris	extinct
Micropternodontidae	extinct
Micropternodus	extinct
Micropternodus_borealis	extinct
Micropternodus_montrosensis	extinct
Micropternodus_morgani	extinct
Microtomarctus_conferta	extinct
Miniopterus	extinct
Miniopterus_fossilis	extinct
Miocrocidosorex_zazhigini	extinct
Miocyon	extinct
Miocyon_magnus	extinct
Miocyon_major	extinct
Miocyon_scotti	extinct
Miocyon_vallisrubrae	extinct
Miomachairodus	extinct
Miomustela	extinct
Miomustela_madisonae	extinct
Miomyotis_floridanus	extinct
Mionictis	extinct
Mionictis_angustidens	extinct
Mionictis_artenensis	extinct
Mionictis_dubia	extinct
Mionictis_elegans	extinct
Mionictis_incertus	extinct
Mionictis_letifer	extinct
Mionictis_pristinus	extinct
Miophoca_vetusta	extinct
Miophyllorhina_riversleighensis	extinct
Mioprionodon_hodopeus	extinct
Miosorex	extinct
Miosorex_grivensis	extinct
Miosorex_pusilliformis	extinct
Miostrellus_risgoviensis	extinct
Miracinonyx	extinct
Miracinonyx_inexpectatus	extinct
Miracinonyx_studeri	extinct
Mirounga	extinct
Mirounga_angustirostris	extant
Mirounga_leonina	extant
Miroungini	extinct
Mixopteryx_dubia	extinct
Mixopteryx_weithoferi	extinct
Moghradictis_nedjema	extinct
Molossidae	extinct
Molossops	extinct
Molossus	extinct
Monachinae	extinct
Monachini	extinct
Monachopsis_pontica	extinct
Monachus_monachus	extant
Monotherium	extinct
Monotherium_gaudini	extinct
Monotherium_wymani	extinct
Mops	extinct
Mormoopidae	extinct
Mormoops	extinct
Mormopterus	extinct
Mormopterus_barrancae	extinct
Mungos	extinct
Mungos_mungo	extant
Murina	extinct
Mustela	extinct
Mustela_altaica	extinct
Mustela_americana	extant
Mustela_erminea	extant
Mustela_eversmannii	extinct
Mustela_frenata	extant
Mustela_jacksoni	extinct
Mustela_meltoni	extinct
Mustela_nigripes	extant
Mustela_nivalis	extant
Mustela_putorius	extinct
Mustela_reliquus	extinct
Mustela_rexroadensis	extinct
Mustela_sibirica	extinct
Mustela_vison	extant
Mustelavus	extinct
Mustelavus_priscus	extinct
Mustelictis_olivieri	extinct
Mustelidae	extinct
Mustelinae	extinct
Musteloidea	extinct
Mylanodon_rosei	extinct
Myosorex	extinct
Myotis	extinct
Myotis_austroriparius	extinct
Myotis_boyeri	extinct
Myotis_grisescens	extant
Myotis_helleri	extinct
Myotis_keenii	extinct
Myotis_leibi	extinct
Myotis_lucifugus	extant
Myotis_murinoides	extinct
Myotis_myotis	extinct
Myotis_thysanodes	extinct
Myotis_velifer	extant
Myotis_yumanensis	extinct
Mystacina	extinct
Mystacina_miocenalis	extinct
Mystacinidae	extinct
Namasector_soriae	extinct
Namibictis_senuti	extinct
Nasua	extinct
Nasua_nasua	extant
Nasua_pronarica	extinct
Natalidae	extinct
Natalus	extinct
Necromanis	extinct
Necromantis	extinct
Necromites_nestoris	extinct
Negodiaetictis_rugatrulleum	extinct
Neofelis_nebulosa	extinct
Neomonachus_schauinslandi	extant
Neomonachus_tropicalis	extant
Neomyini	extinct
Neomys	extinct
Neomys_fodiens	extant
Neomysorex	extinct
Neophoca_cinerea	extant
Neophoca_palatina	extinct
Neotherium	extinct
Neotherium_mirum	extinct
Neovulpavus_washakius	extinct
Nesiotites	extinct
Nesolutra_euxena	extinct
Nesophontes	extinct
Nimravidae	extinct
Nimravides	extinct
Nimravides_galiani	extinct
Nimravides_hibbardi	extinct
Nimravides_pedionomus	extinct
Nimravides_thinobates	extinct
Nimravus	extinct
Nimravus_intermedius	extinct
Nimravus_mongoliensis	extinct
Nimravus_sectator	extinct
Noctilio_albiventris	extant
Noctilio_lacrimaelunaris	extinct
Noctilio_leporinus	extant
Notiosorex	extinct
Notiosorex_crawfordi	extant
Notiosorex_jacksoni	extinct
Notiosorex_repenningi	extinct
Notonycteris_magdalenensis	extinct
Notonycteris_sucharadeus	extinct
Nyctalus	extinct
Nyctereutes	extinct
Nyctereutes_abdeslami	extinct
Nyctereutes_procyonoides	extant
Nycteridae	extinct
Nycterididae	extinct
Nycteris	extinct
Nycticeius_humeralis	extinct
Nyctinomus	extinct
Nyctitheriidae	extinct
Nyctitheriinae	extinct
Nyctitherium	extinct
Nyctitherium_christopheri	extinct
Nyctitherium_serotinum	extinct
Nyctitherium_velox	extinct
Nyctophilus	extinct
Obashtakaia_aeruginis	extinct
Odobenidae	extinct
Odobeninae	extinct
Odobenini	extinct
Odobenus	extinct
Odobenus_mandanoensis	extinct
Odobenus_rosmarus	extant
Oedolius_perexiguus	extinct
Oligobunis	extinct
Oligobunis_floridanus	extinct
Oligomyotis	extinct
Oligoryctes	extinct
Oligoryctes_altitalonidus	extinct
Oligoryctes_cameronensis	extinct
Oligoscalops	extinct
Oligoscalops_galbreathi	extinct
Oligosorex	extinct
Ommatophoca_rossii	extant
Ontocetus	extinct
Ontocetus_emmonsi	extinct
Onychonycteris_finneyi	extinct
Oodectes	extinct
Oodectes_herpestoides	extinct
Oodectes_jepseni	extinct
Orangictis_gariepensis	extinct
Ordolestes_ordinatus	extinct
Oriensarctos_watasei	extinct
Orientictis_spanios	extinct
Osbornodon_brachypus	extinct
Osbornodon_fricki	extinct
Osbornodon_iamonensis	extinct
Osbornodon_renjiei	extinct
Osbornodon_scitulus	extinct
Osbornodon_sesnoni	extinct
Osbornodon_wangi	extinct
Osmotherium_spelaeum	extinct
Otaria	extinct
Otaria_byronia	extant
Otaria_fischeri	extinct
Otariidae	extinct
Otariinae	extinct
Otarioidea	extinct
Otarocyon_cooki	extinct
Otarocyon_macdonaldi	extinct
Otocyon	extinct
Otocyon_megalotis	extant
Oxetocyon	extinct
Oxetocyon_cuspidatus	extinct
Oxyaena	extinct
Oxyaena_forcipata	extinct
Oxyaena_gulo	extinct
Oxyaena_intermedia	extinct
Oxyaena_lupina	extinct
Oxyaena_pardalis	extinct
Oxyaena_simpsoni	extinct
Oxyaena_woutersi	extinct
Oxyaenidae	extinct
Pachycrocuta	extinct
Pachycynodon	extinct
Pachycynodon_borei	extinct
Pachycynodon_crassirostris	extinct
Pachycynodon_tedfordi	extinct
Pachyphoca_chapskii	extinct
Pachyphoca_ukrainica	extinct
Pacificotaria_hadromma	extinct
Paenelimnoecus	extinct
Paenelimnoecus_crouzeli	extinct
Paenelimnoecus_micromorphus	extinct
Paenelimnoecus_obtusus	extinct
Paenelimnoecus_repenningi	extinct
Paenepetenyia_zhudingi	extinct
Paenesorex_bicuspis	extinct
Pagophilus_groenlandica	extant
Paguma_larvata	extant
Pakilestes_lathrius	extinct
Pakkokuhyus_lahirii	extinct
Palaeanodon	extinct
Palaeanodon_ignavus	extinct
Palaeanodon_nievelti	extinct
Palaeanodon_parvulus	extinct
Palaeanodonta	extinct
Palaearctonyx_meadi	extinct
Palaeochiropterygidae	extinct
Palaeochiropteryx	extinct
Palaeogale	extinct
Palaeogale_dorothiae	extinct
Palaeogale_hyaenoides	extinct
Palaeogale_minuta	extinct
Palaeogale_praehyaenoides	extinct
Palaeogale_sanguinarius	extinct
Palaeogale_sectoria	extinct
Palaeonictis	extinct
Palaeonictis_gigantea	extinct
Palaeonictis_occidentalis	extinct
Palaeonictis_peloria	extinct
Palaeonictis_wingi	extinct
Palaeophyllophora	extinct
Palaeophyllophora_oltina	extinct
Palaeophyllophora_quercyi	extinct
Palaeoprionodon	extinct
Palaeotaria_henriettae	extinct
Paleptesicus	extinct
Paleptesicus_priscus	extinct
Palmidophoca	extinct
Palmidophoca_callirhoe	extinct
Paludolutra_campanii	extinct
Paludolutra_lluecai	extinct
Paludolutra_maremmana	extinct
Palynephyllum_antimaster	extinct
Pannonictis	extinct
Panthera	extinct
Panthera_blytheae	extinct
Panthera_gombaszoegensis	extinct
Panthera_leo	extant
Panthera_leo_atrox	extinct
Panthera_onca	extant
Panthera_pardus	extant
Panthera_tigris	extant
Pappictidops_acies	extinct
Pappictidops_obtusus	extinct
Pappictidops_orientalis	extinct
Paracryptotis	extinct
Paracryptotis_gidleyi	extinct
Paracryptotis_rex	extinct
Paracynarctus_kelloggi	extinct
Paracynarctus_sinclairi	extinct
Paradaphoenus	extinct
Paradaphoenus_cuspigerus	extinct
Paradaphoenus_minimus	extinct
Paradaphoenus_tooheyi	extinct
Paradomnina_relictus	extinct
Paradoxurinae	extinct
Paradoxurus_hermaphroditus	extinct
Paraenhydrocyon_josephi	extinct
Paraenhydrocyon_robustus	extinct
Paraenhydrocyon_wallovianus	extinct
Parahyaena	extinct
Parahyaena_brunnea	extant
Parahyaenodon_argentinus	extinct
Parailurus	extinct
Parailurus_anglicus	extinct
Paralutra	extinct
Paralutra_garganensis	extinct
Paralutra_jaegeri	extinct
Paralutra_lorteti	extinct
Paramachaerodus	extinct
Paranasua	extinct
Paranasua_biradica	extinct
Paranourosorex_gigas	extinct
Paranourosorex_inexspectatus	extinct
Parapotos_tedfordi	extinct
Parapternodus	extinct
Parapternodus_antiquus	extinct
Parataxidea	extinct
Paratomarctus_euthos	extinct
Paratomarctus_temerarius	extinct
Parictis	extinct
Parictis_dakotensis	extinct
Parictis_gilpini	extinct
Parictis_major	extinct
Parictis_montanus	extinct
Parictis_parvus	extinct
Parictis_personi	extinct
Patriofelis	extinct
Patriofelis_ferox	extinct
Patriofelis_ulta	extinct
Patriomanis_americanus	extinct
Pekania_diluviana	extinct
Pekania_occulta	extinct
Pekania_pennanti	extant
Pelagiarctos	extinct
Pelagiarctos_thomasi	extinct
Percrocuta	extinct
Percrocuta_australis	extinct
Percrocuta_primordialis	extinct
Perunium	extinct
Petenyia	extinct
Petenyia_concisa	extinct
Petenyia_dubia	extinct
Petenyia_hungarica	extinct
Petenyia_katrinae	extinct
Petenyiella	extinct
Petenyiella_zelcea	extinct
Philisis	extinct
Philisis_sphingis	extinct
Philotrox_condoni	extinct
Phlaocyon	extinct
Phlaocyon_achoros	extinct
Phlaocyon_annectens	extinct
Phlaocyon_latidens	extinct
Phlaocyon_leucosteus	extinct
Phlaocyon_mariae	extinct
Phlaocyon_marslandensis	extinct
Phlaocyon_minor	extinct
Phlaocyon_multicuspus	extinct
Phlaocyon_taylori	extinct
Phlaocyon_yatkolai	extinct
Phoberocyon	extinct
Phoberocyon_johnhenryi	extinct
Phoberogale_shareri	extinct
Phoca	extinct
Phoca_caspica	extant
Phoca_hispida	extant
Phoca_largha	extant
Phocanella	extinct
Phocanella_pumila	extinct
Phoca_(Phoca)_moori	extinct
Phocarctos_hookeri	extant
Phoca_vitulina	extant
Phocidae	extinct
Phocinae	extinct
Phyllops_silvai	extinct
Phyllostomatidae	extinct
Phyllostomidae	extinct
Phyllostominae	extinct
Phyllostomus	extinct
Pinnarctidion_bishopi	extinct
Pinnarctidion_rayi	extinct
Pinnipedia	extinct
Pipistrellus	extinct
Pipistrellus_hesperus	extant
Pipistrellus_subflavus	extant
Piscophoca	extinct
Piscophoca_pacifica	extinct
Pithanotaria	extinct
Pithanotaria_starri	extinct
Placentidens_lotus	extinct
Plagioctenodon	extinct
Plagioctenodon_dormaalensis	extinct
Plagioctenodon_krausae	extinct
Plagioctenodon_rosei	extinct
Plagioctenodon_savagei	extinct
Plagioctenoides	extinct
Plagioctenoides_microlestes	extinct
Plagioctenoides_tombowni	extinct
Planisorex_dixonensis	extinct
Platyphoca_danica	extinct
Platyphoca_vulgaris	extinct
Plecotus	extinct
Plecotus_alleganiensis	extinct
Plecotus_auritus	extinct
Plecotus_(Corynorhinus)	extinct
Plecotus_crassidens	extinct
Plecotus_rafinesquii	extinct
Plecotus_tetralophodon	extinct
Plecotus_townsendii	extant
Plesictis	extinct
Plesictis_mayri	extinct
Plesiodimylus	extinct
Plesiodimylus_bavaricus	extinct
Plesiodimylus_chantrei	extinct
Plesiodimylus_crassidens	extinct
Plesiodimylus_helveticus	extinct
Plesiogale	extinct
Plesiogulo	extinct
Plesiogulo_lindsayi	extinct
Plesiogulo_marshalli	extinct
Plesiosorex	extinct
Plesiosorex_coloradensis	extinct
Plesiosorex_donroosai	extinct
Plesiosorex_evolutus	extinct
Plesiosorex_germanicus	extinct
Plesiosorex_greeni	extinct
Plesiosorex_latidens	extinct
Plesiosorex_schaffneri	extinct
Plesiosorex_soricinoides	extinct
Plesiosorex_styriacus	extinct
Plesiosoricidae	extinct
Pliocrocuta_perrieri	extinct
Pliocyon	extinct
Pliocyon_medius	extinct
Pliocyon_robustus	extinct
Pliogale	extinct
Pliogale_furlongi	extinct
Pliogale_manka	extinct
Plionarctos	extinct
Plionarctos_edensis	extinct
Plionarctos_harroldorum	extinct
Plionictis	extinct
Plionictis_oaxacaensis	extinct
Plionictis_ogygia	extinct
Plionictis_oregonensis	extinct
Plionycteris	extinct
Pliopedia_pacifica	extinct
Pliophoca_etrusca	extinct
Pliotaxidea	extinct
Pliotaxidea_garberi	extinct
Pliotaxidea_nevadensis	extinct
Plioviverrops	extinct
Plithocyon	extinct
Plithocyon_armagnacensis	extinct
Plithocyon_barstowensis	extinct
Plithocyon_ursinus	extinct
Poecilictis	extinct
Poecilogale	extinct
Pogonodon	extinct
Pogonodon_brachyops	extinct
Pogonodon_eileenae	extinct
Pogonodon_platycopis	extinct
Pontifactor	extinct
Pontifactor_bestiola	extinct
Pontolis	extinct
Pontolis_magnus	extinct
Pontophoca_jutlandica	extinct
Pontophoca_sarmatica	extinct
Pontophoca_simionescui	extinct
Potamonycteris_biperforatus	extinct
Potamops_mascahehenes	extinct
Potamotherium	extinct
Potamotherium_miocenicum	extinct
Potamotherium_vallentoni	extinct
Potos_flavus	extant
Praepusa_boeska	extinct
Praepusa_magyaricus	extinct
Praepusa_pannonica	extinct
Praepusa_vindobonensis	extinct
Praolestes_maximus	extinct
Praolestes_nanus	extinct
Pratifelis_martini	extinct
Preonictis_youngi	extinct
Primonatalus_prattae	extinct
Prionailurus_bengalensis	extinct
Prionogale_breviceps	extinct
Pristinailurus_bristoli	extinct
Pristinictis_connata	extinct
Pristiphoca	extinct
Proailurus	extinct
Proailurus_lemanensis	extinct
Probassariscus	extinct
Probassariscus_matthewi	extinct
Procynodictis	extinct
Procynodictis_progressus	extinct
Procynodictis_vulpiceps	extinct
Procyon	extinct
Procyon_cancrivorus	extant
Procyonidae	extinct
Procyoninae	extinct
Procyon_lotor	extant
Procyon_rexroadensis	extinct
Prodaphaenus_uintensis	extinct
Progenetta	extinct
Progenitohyus_thailandicus	extinct
Prohesperocyon_wilsoni	extinct
Promartes	extinct
Promartes_darbyi	extinct
Promartes_gemmarosae	extinct
Promartes_lepidus	extinct
Promartes_olcotti	extinct
Promartes_vantasselensis	extinct
Promeles	extinct
Promephitis	extinct
Proneotherium_repenningi	extinct
Propalaeanodon	extinct
Propalaeanodon_schaffi	extinct
Properiptychus_argentinus	extinct
Prophoca_rousseaui	extinct
Proputorius	extinct
Prosansanosmilus	extinct
Prosansanosmilus_peregrinus	extinct
Proscalopidae	extinct
Proscalops	extinct
Proscalops_evelynae	extinct
Proscalops_intermedius	extinct
Proscalops_miocaenus	extinct
Proscalops_secundus	extinct
Proscalops_tertius	extinct
Protarctos	extinct
Proteles	extinct
Proteles_cristatus	extinct
Protemnocyon_inflatus	extinct
Protepicyon_raki	extinct
Proterozetes_ulysses	extinct
Protictis	extinct
Protictis_agastor	extinct
Protictis_(Bryanictis)	extinct
Protictis_haydenianus	extinct
Protictis_minor	extinct
Protictis_paralus	extinct
Protictis_(Protictis)	extinct
Protictis_simpsoni	extinct
Protictitherium	extinct
Protictoides_aprophatos	extinct
Protocyon	extinct
Protocyon_orcesi	extinct
Protocyon_tarijensis	extinct
Protocyon_troglodytes	extant
Protodobenus_japonicus	extinct
Protomarctus_optatus	extinct
Protonycteris_gunnelli	extinct
Protoprocyon_savagei	extinct
Protopsalis	extinct
Prototaria_planicephala	extinct
Prototaria_primigena	extinct
Protursus	extinct
Psalidocyon_marianae	extinct
Pseudaelurus	extinct
Pseudaelurus_aeluroides	extinct
Pseudaelurus_africanus	extinct
Pseudaelurus_intrepidus	extinct
Pseudaelurus_lorteti	extinct
Pseudaelurus_marshi	extinct
Pseudaelurus_quadridentatus	extinct
Pseudaelurus_romieviensis	extinct
Pseudaelurus_stouti	extinct
Pseudaelurus_turnauensis	extinct
Pseudaelurus_validus	extinct
Pseudailurus	extinct
Pseudalopex_gymnocercus	extant
Pseudarctos	extinct
Pseudobassaris_riggsi	extinct
Pseudocivetta	extinct
Pseudocordylodon_rigassii	extinct
Pseudocordylodon_vireti	extinct
Pseudocyon	extinct
Pseudocyonopsis	extinct
Pseudocyon_sansaniensis	extinct
Pseudocyon_steinheimensis	extinct
Pseudorhinolophus	extinct
Pseudotaria_muramotoi	extinct
Pseudotrimylus	extinct
Pseudotrimylus_blacki	extinct
Pseudotrimylus_compressus	extinct
Pseudotrimylus_dakotensis	extinct
Pseudotrimylus_mawbyi	extinct
Pseudotrimylus_roperi	extinct
Pteronarctos_goedertae	extinct
Pteronarctos_piersoni	extinct
Pteronura_brasiliensis	extant
Pteropidae	extinct
Pteropus	extinct
Puijila_darwini	extinct
Puma	extinct
Puma_concolor	extant
Puma_yagouaroundi	extant
Pusa_hispida	extant
Pusa_sibirica	extant
Putorius	extinct
Pyctis_inamatus	extinct
Qarunycteris_moerisae	extinct
Quadratodon_sigei	extinct
Quercygale	extinct
Quercygale_angustidens	extinct
Quercygale_hastingsae	extinct
Quercygale_helvetica	extinct
Quercygale_smithi	extinct
Quercylurus_major	extinct
Quercysorex	extinct
Quercysorex_ulmensis	extinct
Quettacyon_parachai	extinct
Raoella_dograi	extinct
Raphictis	extinct
Raphictis_gausion	extinct
Ravenictis_krausei	extinct
Rhinolophidae	extinct
Rhinolophoidea	extinct
Rhinolophus	extinct
Rhinolophus_dehmi	extinct
Rhinolophus_delphinensis	extinct
Rhinolophus_euryale	extinct
Rhinolophus_ferrumequinum	extinct
Rhinolophus_grivensis	extinct
Rhinolophus_grivensis_lissiensis	extinct
Rhinolophus_priscus	extinct
Rhinolophus_yongyuthi	extinct
Rhinonycteris	extinct
Rhizocyon_oregonensis	extinct
Rhizomops_mengraii	extinct
Rhogeessa	extinct
Rhynchonycteris	extinct
Riversleigha_williamsi	extinct
Rousettus	extinct
Rudiocyon_amplidens	extinct
Saharaderma_pseudovampyrus	extinct
Sansanosmilus	extinct
Sardolutra_ichnusae	extant
Sarkastodon_henanensis	extinct
Sarkastodon_mongoliensis	extinct
Sarmatonectes_sintsovi	extinct
Satherium_piscinarium	extinct
Saturninia	extinct
Saturninia_beata	extinct
Saturninia_carbonum	extinct
Saturninia_gracilis	extinct
Saturninia_intermedia	extinct
Saturninia_mamertensis	extinct
Scotomanes	extinct
Scotophilus	extinct
Scraeva	extinct
Scraeva_hatherwoodensis	extinct
Scutisorex	extinct
Seia	extinct
Seia_shahi	extinct
Semigenetta	extinct
Semigenetta_cadeoti	extinct
Shandgolictis_constans	extinct
Shanwangia	extinct
Shanwangia_unexpectata	extinct
Siamogale_melilutra	extinct
Siamosorex_debonisi	extinct
Simamphicyon_helveticus	extinct
Simocyon	extinct
Simocyon_batalleri	extinct
Simocyon_primigenius	extinct
Simpsonictis	extinct
Simpsonictis_jaynanneae	extinct
Simpsonictis_pegus	extinct
Simpsonictis_tenuis	extinct
Sivaonyx	extinct
Sivaonyx_gandakasensis	extinct
Sivaonyx_hendeyi	extinct
Sivaonyx_hessicus	extinct
Sivaonyx_kamuhangirei	extinct
Sivaonyx_senutae	extinct
Sivaonyx_soriae	extinct
Siwalikosorex	extinct
Smilodon	extinct
Smilodon_fatalis	extant
Smilodon_gracilis	extinct
Smilodon_populator	extant
Smilodon_riggii	extinct
Sminthosinis	extinct
Sminthosinis_bowleri	extinct
Solenodon	extinct
Sorex	extinct
Sorex_araneus	extinct
Sorex_arcticus	extant
Sorex_bor	extinct
Sorex_cinereus	extant
Sorex_cudahyensis	extinct
Sorex_dispar	extant
Sorex_edwardsi	extinct
Sorex_ertemteensis	extinct
Sorex_fumeus	extant
Sorex_hagermanensis	extinct
Sorex_hibbardi	extinct
Sorex_hoyi	extant
Sorex_kansasensis	extinct
Sorex_lacustris	extinct
Sorex_leahyi	extinct
Sorex_longirostris	extinct
Sorex_margaritodon	extinct
Sorex_megapalustris	extinct
Sorex_meltoni	extinct
Sorex_merriami	extinct
Sorex_minutoides	extinct
Sorex_minutus	extinct
Sorex_monticolus	extinct
Sorex_palustris	extant
Sorex_powersi	extinct
Sorex_praealpinus	extinct
Sorex_praearaneus	extinct
Sorex_pratensis	extinct
Sorex_pseudoalpinus	extinct
Sorex_quadraticauda	extinct
Sorex_rexroadensis	extinct
Sorex_runtonensis	extinct
Sorex_sandersi	extinct
Sorex_scottensis	extinct
Sorex_subminutus	extinct
Sorex_taylori	extinct
Sorex_vagrans	extinct
Sorex_yatkolai	extinct
Soricella	extinct
Soricella_discrepans	extinct
Soricidae	extinct
Soricinae	extinct
Soricini	extinct
Soricoidea	extinct
Soricolestes_soricavus	extinct
Soricomorpha	extinct
Soriculus	extinct
Soriculus_kubinyi	extinct
Sororocyon_usmanii	extinct
Speothos	extinct
Speothos_venaticus	extant
Spilogale	extinct
Spilogale_microdens	extinct
Spilogale_putorius	extant
Spilogale_rexroadi	extinct
Srinitium	extinct
Srinitium_caeruleum	extinct
Srinitium_marteli	extinct
Stehlinia	extinct
Stehlinia_bonisi	extinct
Stehlinia_gracilis	extinct
Stenogale	extinct
Stenogale_bransatensis	extinct
Stenogale_intermedia	extinct
Stenoplesictis	extinct
Stenoplesictis_cayluxi	extinct
Stenoplesictis_crocheti	extinct
Stenoplesictis_elegans	extinct
Stenoplesictis_minor	extinct
Sthenictis	extinct
Sthenictis_bellus	extinct
Sthenictis_dolichops	extinct
Sthenictis_junturensis	extinct
Sthenictis_lacota	extinct
Stromeriella_depressa	extinct
Stromeriella_franconica	extinct
Sturnira	extinct
Suaptenos_whitei	extinct
Sulimskia_kretzoii	extinct
Suncus	extinct
Suncus_murinus	extinct
Sunkahetanka_geringensis	extinct
Suricata	extinct
Suricata_suricatta	extinct
Sylvisorex	extinct
Taatsiinia_hoeckorum	extinct
Tachypteron_franzeni	extinct
Tadarida	extinct
Tadarida_aurispinosa	extinct
Tadarida_brasiliensis	extant
Tadarida_engesseri	extinct
Tadarida_laticaudata	extinct
Tadarida_leptognatha	extinct
Tadarida_rusingae	extinct
Talpavoides	extinct
Talpavoides_dartoni	extinct
Talpavus	extinct
Talpavus_conjunctus	extinct
Talpavus_duplus	extinct
Talpavus_nitidus	extinct
Talpavus_sullivani	extinct
Talpilestes_asiatica	extinct
Tanzanycteris_mannardi	extinct
Taphozous	extinct
Tapocyon_dawsonae	extinct
Tapocyon_robustus	extinct
Tavoonyia_altaica	extinct
Taxidea	extinct
Taxidea_mexicana	extinct
Taxidea_taxus	extant
Taxidea_taxus_marylandica	extinct
Taxidiinae	extinct
Taxodon	extinct
Temnocyon_altigenis	extinct
Temnocyon_fingeruti	extinct
Temnocyoninae	extinct
Temnocyon_macrogenys	extinct
Temnocyon_percussor	extinct
Temnocyon_subferox	extinct
Temnocyon_typicus	extinct
Tephrocyon_rurestris	extinct
Tetrapassalus	extinct
Tetrapassalus_mckennai	extinct
Tetrapassalus_proius	extinct
Teutomanis	extinct
Thalassictis	extinct
Thalassictis_robusta	extinct
Thalassoleon_inouei	extinct
Thalassoleon_macnallyae	extinct
Thalassoleon_mexicanus	extinct
Thaumastocyon	extinct
Thaumastocyoninae	extinct
Therailurus	extinct
Theriodictis	extinct
Theriodictis_floridanus	extinct
Thos	extinct
Thyroptera	extinct
Thyroptera_lavali	extinct
Thyroptera_robusta	extinct
Tisisthenes_parvus	extinct
Tomarctus	extinct
Tomarctus_brevirostris	extinct
Tomarctus_hippophaga	extinct
Tonatia	extinct
Trachops_cirrhosus	extant
Tregosorex_holmani	extinct
Tremarctinae	extinct
Tremarctos	extinct
Tremarctos_floridanus	extant
Triaenops	extinct
Trigonictis	extinct
Trigonictis_cookii	extinct
Trigonictis_macrodon	extinct
Trocharion_albanense	extinct
Trochictis	extinct
Trochotherium	extinct
Tubulodon	extinct
Tubulodon_atopum	extinct
Tubulodon_pearcei	extinct
Tubulodon_taylori	extinct
Tubulodon_woodi	extinct
Tungurictis	extinct
Tupaiodon	extinct
Tupaiodon_morrisi	extinct
Tupaiodontinae	extinct
Turkodimylus_hartogi	extinct
Turkodimylus_sondaari	extinct
Tylonycteris	extinct
Tyrrhenolutra_helbingi	extinct
Tytthaena_lichna	extinct
Tytthaena_parrisi	extinct
Ugandictis_napakensis	extinct
Uintacyon	extinct
Uintacyon_acutus	extinct
Uintacyon_asodes	extinct
Uintacyon_edax	extinct
Uintacyon_gingerichi	extinct
Uintacyon_hookeri	extinct
Uintacyon_jugulans	extinct
Uintacyon_massetericus	extinct
Uintacyon_rudis	extinct
Uintacyon_vorax	extinct
Ulmensia_antecedens	extinct
Ulmensia_ehrensteinensis	extinct
Uncia_mercerii	extinct
Uncia_spelea	extinct
Urocyon	extinct
Urocyon_cinereoargenteus	extant
Urocyon_citrinus	extinct
Urocyon_galushai	extinct
Urocyon_minicephalus	extinct
Urocyon_progressus	extinct
Urocyon_webbi	extinct
Ursavus	extinct
Ursavus_brevirhinus	extinct
Ursavus_elmensis	extinct
Ursavus_pawniensis	extinct
Ursavus_primaevus	extinct
Ursidae	extinct
Ursinae	extinct
Ursulus	extinct
Ursus	extinct
Ursus_abstrusus	extinct
Ursus_americanus	extant
Ursus_arctos	extant
Ursus_arvernensis	extinct
Ursus_malayanus	extinct
Ursus_maritimus	extant
Ursus_spelaeus	extinct
Ursus_thibetanus	extinct
Valenictus	extinct
Valenictus_chulavistensis	extinct
Valenictus_imperialensis	extinct
Vampyravus_orientalis	extinct
Variviverra_vegetatus	extinct
Vassacyon	extinct
Vassacyon_bowni	extinct
Vassacyon_prieuri	extinct
Vassacyon_promicrodon	extinct
Vassacyon_taxidiotis	extinct
Vastania_sahnia	extinct
Vaylatsia_prisca	extinct
Vespertiliavus	extinct
Vespertiliavus_gracilis	extinct
Vespertiliavus_lapradei	extinct
Vespertilio	extinct
Vespertilio_murinus	extinct
Vespertilionidae	extinct
Vespertilionoidea	extinct
Vinayakia	extinct
Viretailurus	extinct
Viretictis_gaillardi	extinct
Viretictis_julieni	extinct
Vishnufelis	extinct
Vishnuictis	extinct
Vishnuonyx	extinct
Vishnuonyx_chinjiensis	extinct
Viverra	extinct
Viverra_leakeyi	extinct
