Species	Status	min_age	max_age
Moris_reyana	extinct	0.012	0.3
Branta_canadensis	extant	0.012	0.3
Anser_albifrons	extant	0.012	0.3
Aythya_valisineria	extinct	0.012	0.3
Melanitta	extinct	0.012	0.3
Chendytes_lawi	extinct	0.012	0.3
Stercorarius	extinct	0.012	0.3
Larus	extinct	0.012	0.3
Mancalla	extinct	0.012	0.3
Anas	extinct	0.0117	0.126
Anatidae	extinct	0.0117	0.126
Lophortyx	extinct	0.0117	0.126
Parapavo_californicus	extinct	0.0117	0.126
Perudyptes_devriesi	extinct	41.3	47.8
Icadyptes_salasi	extinct	33.9	38
Rhea_americana	extant	0	0.0117
Rhea_americana	extant	0.0117	0.126
Aves	extinct	11.608	12.7
Grus_nannodes	extinct	4.9	10.3
Larus	extinct	0.0117	2.588
Grus_americana	extinct	0.0117	0.126
Gavia_immer	extant	0.0117	0.126
Podiceps_auritus	extinct	0.0117	0.126
Podilymbus_podiceps	extant	0.0117	0.126
Phalacrocorax_auritus	extinct	0.0117	0.126
Anhinga_anhinga	extinct	0.0117	0.126
Ardea_herodias	extant	0.0117	0.126
Nycticorax	extinct	0.0117	0.126
Botaurus_lentiginosus	extinct	0.0117	0.126
Ciconia_maltha	extinct	0.0117	0.126
Ajaia	extinct	0.0117	0.126
Anas	extinct	0.0117	0.126
Anas_acuta	extant	0.0117	0.126
Anas_carolinensis	extinct	0.0117	0.126
Anas_discors	extinct	0.0117	0.126
Aix_sponsa	extinct	0.0117	0.126
Aythya_collaris	extinct	0.0117	0.126
Aythya_affinis	extinct	0.0117	0.126
Mergus_serrator	extant	0.0117	0.126
Coragyps	extinct	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Pandion	extinct	0.0117	0.126
Meleagris_gallopavo	extant	0.0117	0.126
Grus_canadensis	extant	0.0117	0.126
Aramus	extinct	0.0117	0.126
Gallinula_chloropus	extant	0.0117	0.126
Fulica_minor	extinct	0.0117	0.126
Limnodromus_scolopaceus	extinct	0.0117	0.126
Larus	extinct	0.0117	0.126
Ectopistes_migratorius	extant	0.0117	0.126
Strix_varia	extinct	0.0117	0.126
Megaceryle_alcyon	extinct	0.0117	0.126
Dendrocopos	extinct	0.0117	0.126
Corvus_ossifragus	extinct	0.0117	0.126
Eostrix_martinellii	extinct	50.3	55.8
Presbyornis_recurvirostrus	extinct	33.9	56
Presbyornis	extinct	46.2	55.8
Eocrex_primus	extinct	46.2	55.8
Palaeorallus_troxelli	extinct	50.3	55.8
Meleagris_gallopavo	extant	0.0117	0.126
Gymnogyps_californianus	extinct	0.0117	2.588
Dendragapus	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Buteo_jamaicensis	extant	0.0117	0.126
Palaeeudyptes_antarcticus	extinct	27.3	34.3
Pachydyptes_ponderosus	extinct	34.3	36
Platydyptes_marplesi	extinct	25.2	27.3
Platydyptes_amiesi	extinct	21.7	25.2
Spheniscidae	extinct	25.2	27.3
Palaeeudyptes_marplesi	extinct	36	37.2
Palaeeudyptes	extinct	21.7	25.2
Spheniscidae	extinct	21.7	34.3
Spheniscidae	extinct	25.2	27.3
Spheniscidae	extinct	21.7	25.2
Spheniscidae	extinct	27.3	34.3
Palaeeudyptes	extinct	36	37.2
Palaeeudyptes	extinct	25.2	27.3
Archaeospheniscus_lowei	extinct	25.2	27.3
Archaeospheniscus_lopdelli	extinct	25.2	27.3
Duntroonornis_parvus	extinct	25.2	27.3
Korora_oliveri	extinct	21.7	25.2
Platydyptes_novaezealandiae	extinct	34.3	36
Crossvallia_unienwillia	extinct	55.8	58.7
Madrynornis_mirandus	extinct	7.246	11.62
Buteo_typhoius	extinct	20.43	24.8
Paractiornis_perpusillus	extinct	20.43	24.8
Ortalis_tantala	extinct	20.43	24.8
Accipitridae	extinct	20.43	24.8
Palaeastur_atavus	extinct	20.43	24.8
Eonessa_anaticula	extinct	40.4	46.2
Geranoides_jepseni	extinct	50.3	55.8
Diatrymiformes	extinct	50.3	55.8
Leptoptilos_titan	extinct	0.0117	0.126
Aegypiinae	extinct	0.0117	0.126
Grus_grus	extant	0.0117	0.126
Ardea	extinct	13.6	15.97
Nettion_bunkeri	extinct	4.9	10.3
Lophortyx_shotwelli	extinct	4.9	10.3
Bartramia_umatilla	extinct	4.9	10.3
Diatryma_gigantea	extinct	50.3	55.8
Paranyroca_magna	extinct	15.97	20.43
Palaeoborus_rosatus	extinct	15.97	20.43
Miocitta_galbreathi	extinct	13.6	15.97
Protocitta_ajax	extinct	1.8	4.9
Puffinus_priscus	extinct	13.82	15.97
Puffinus_mitchelli	extinct	13.82	15.97
Morus_vagabundus	extinct	13.82	15.97
Morus	extinct	13.82	15.97
Branta	extinct	13.82	15.97
Recurvirostra	extinct	13.82	15.97
Protostrix_leptosteus	extinct	46.2	50.3
Aramus	extinct	10.3	13.6
Geranoaetus_contortus	extinct	15.97	20.43
Telmabates_howardae	extinct	37.2	48.6
Palaeophasianus_meleagroides	extinct	50.3	55.8
Procrax_brevipes	extinct	33.9	37.2
Odontophoridae	extinct	33.3	33.9
Palaeonossax_senectus	extinct	30.8	33.3
Primotrogon_wintersteini	extinct	28.4	33.9
Fissuravis_weigelti	extinct	59.2	61.6
Gastornis	extinct	59.2	61.6
Walbeckornis_creber	extinct	59.2	61.6
Walbeckornis	extinct	59.2	61.6
Walbeckornis	extinct	59.2	61.6
Gradiornis_walbeckensis	extinct	59.2	61.6
Berruornis_halbedeli	extinct	59.2	61.6
Paraptenodytes_antarcticus	extinct	20.44	23.03
Cruschedula_revola	extinct	23.03	33.9
Cladornis_pachypus	extinct	23.03	33.9
Palaeospheniscus_gracilis	extinct	15.97	20.44
Palaeospheniscus_gracilis	extinct	15.97	20.44
Palaeospheniscus_gracilis	extinct	15.97	20.44
Palaeospheniscus_rothi	extinct	15.97	20.44
Palaeospheniscus_affinis	extinct	15.97	20.44
Palaeospheniscus_patagonicus	extinct	15.97	20.44
Palaeospheniscus_interruptus	extinct	15.97	20.44
Palaeospheniscus_patagonicus	extinct	15.97	20.44
Paraptenodytes_robustus	extinct	15.97	20.44
Palaeospheniscus_bergi	extinct	15.97	20.44
Treleudytes_crassa	extinct	15.97	20.44
Paraptenodytes_antarcticus	extinct	15.97	20.44
Palaeospheniscus_planus	extinct	15.97	23.03
Palaeospheniscus_intermedius	extinct	15.97	23.03
Spheniscidae	extinct	15.97	23.03
Pseudospheniscus_concavus	extinct	15.97	23.03
Paraptenodytes_robustus	extinct	15.97	23.03
Paraptenodytes_robustus	extinct	15.97	23.03
Paraptenodytes_robustus	extinct	15.97	23.03
Arthrodytes_andrewsi	extinct	15.97	23.03
Kelenken_guillermoi	extinct	13.8	15.5
Tereingaornis_moisleyi	extinct	3	3.6
Pelagornithidae	extinct	3	3.6
Pici	extinct	23.03	28.4
Colymboides_metzleri	extinct	28.1	33.9
Oligocolius_brevitarsus	extinct	28.1	33.9
Parargornis_messelensis	extinct	40.4	48.6
Turnipax_oechslerorum	extinct	28.1	33.9
Rupelramphastoides_knopfi	extinct	28.1	33.9
Primotrogon_pumilio	extinct	40.4	48.6
Primotrogon	extinct	28.1	33.9
Messelirrisor_grandis	extinct	40.4	48.6
Wieslochia_weissi	extinct	28.1	33.9
Aves	extinct	125.45	130
Marplesornis_novaezealandiae	extinct	1.63	2.4
Pygoscelis_tyreei	extinct	1.63	2.4
Aptenodytes_ridgeni	extinct	1.63	2.4
Pseudaptenodytes	extinct	5.333	7.246
Palaeospheniscus_bilocular	extinct	15.97	20.44
Kairuku	extinct	27.3	34.3
Anthropodyptes_gilli	extinct	15.97	23.03
Eretiscus_tonnii	extinct	20.44	23.03
Eretiscus_tonnii	extinct	17.5	21
Palaeospheniscus_huxleyorum	extinct	3.6	5.333
Spheniscus	extinct	2.588	3.6
Palaeospheniscus_wimani	extinct	20.44	23.03
Paraptenodytes_brodkorbi	extinct	15.97	23.03
Wimanornis_seymourensis	extinct	33.9	38
Megapaloelodus_connectens	extinct	13.6	15.97
Pelagornithidae	extinct	28.1	33.9
Anas	extinct	23.03	28.4
Buteo	extinct	0.0117	0.126
Buteo	extinct	0.0117	0.126
Baptornis	extinct	70.6	83.5
Struthio	extinct	0.781	2.588
Alle_alle	extant	0.126	0.781
Anser_albifrons	extant	0.0117	0.126
Aves	extinct	63.3	66
Martinavis	extinct	66	70.6
Martinavis_cruzyensis	extinct	70.6	83.5
Vastanavis_eocaena	extinct	47.8	56
Megalodytes	extinct	7.246	11.62
Struthio	extinct	7.246	11.62
Gallus	extinct	7.246	11.62
Struthio	extinct	7.246	11.62
Aquila	extinct	7.246	11.62
Struthio	extinct	7.246	11.62
Struthio	extinct	7.246	11.62
Gallus	extinct	11.62	13.82
Struthio_chersonensis	extinct	2.588	5.333
Dasornis	extinct	33.9	38
Pelagornithidae	extinct	33.9	38
Shandongornipes_muxiai	extinct	100.5	129.4
Cursoricoccyx_geraldinae	extinct	15.97	20.43
Cracidae	extinct	15.97	20.43
Passeriformes	extinct	0.126	0.781
Pediohierax_ramenta	extinct	13.6	15.97
Pediohierax_ramenta	extinct	15.97	20.43
Pediohierax_ramenta	extinct	13.6	15.97
Pediohierax_ramenta	extinct	15.97	20.43
Falco	extinct	4.9	10.3
Ornithurae	extinct	70.6	83.5
Anas	extinct	0.0117	0.126
Coragyps	extinct	0.0117	0.126
Breagyps	extinct	0.0117	0.126
Aquila_chrysaetos	extant	0.0117	0.126
Falco	extinct	0.0117	0.126
Meleagris	extinct	0.0117	0.126
Cyrtonyx	extinct	0.0117	0.126
Callipepla	extinct	0.0117	0.126
Fulica_americana	extant	0.0117	0.126
Zenaida_macroura	extant	0.0117	0.126
Otus	extinct	0.0117	0.126
Bubo_virginianus	extant	0.0117	0.126
Picidae	extinct	0.0117	0.126
Colaptes_auratus	extant	0.0117	0.126
Cyanocitta	extinct	0.0117	0.126
Aphelocoma_coerulescens	extinct	0.0117	0.126
Corvus	extinct	0.0117	0.126
Corvus_corax	extant	0.0117	0.126
Anabernicula	extinct	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	0.126
Cathartes_aura	extant	0.0117	0.126
Aquila_chrysaetos	extant	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Colinus_virginianus	extant	0.0117	0.126
Zenaida_macroura	extant	0.0117	0.126
Strix	extinct	0.0117	0.126
Colaptes_auratus	extant	0.0117	0.126
Xanthocephalus_xanthocephalus	extinct	0.0117	0.126
Ardea_herodias	extant	0.0117	0.126
Ciconia_maltha	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	0.126
Anas	extinct	0.0117	0.126
Cathartidae	extinct	0.0117	0.126
Meleagris_gallopavo	extant	0.0117	0.126
Aves	extinct	70.6	83.5
Buteo_grangeri	extinct	33.3	33.9
Aves	extinct	5.333	7.246
Aves	extinct	2.588	3.6
Struthio_chersonensis	extinct	2.588	4.2
Haematopus	extinct	2.588	4.2
Pliogallus	extinct	2.588	4.2
Gallus	extinct	2.588	4.2
Asio	extinct	2.588	4.2
Gastornis	extinct	55.8	58.7
Leptoptilos_dubius	extinct	0.0117	2.588
Ephippiorhynchus_asiaticus	extinct	0.0117	2.588
Branta_ruficollis	extinct	0.0117	2.588
Tadorna_tadornoides	extinct	0.0117	2.588
Pavo_muticus	extinct	0.0117	2.588
Anas	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Anser	extinct	0.781	2.588
Promilio_epileus	extinct	15.97	20.43
Promilio_brodkorbi	extinct	15.97	20.43
Promilio_efferus	extinct	20.43	24.8
Jeholornis_prima	extinct	113	125
Yanornis_martini	extinct	113	125
Confuciusornis	extinct	113	125
Sapeornis_chaoyangensis	extinct	113	125
Enantiornithes	extinct	113	125
Boluochia_zhengi	extinct	113	125
Cathayornis_yandica	extinct	113	125
Chaoyangia_beishanensis	extinct	113	125
Sapeornis_chaoyangensis	extinct	113	125
Longipteryx	extinct	113	125
Confuciusornis	extinct	113	125
Hongshanornis_longicresta	extinct	113	129.4
Vescornis_hebeiensis	extinct	113	129.4
Enantiornithes	extinct	122.46	129.4
Eoenantiornis_buhleri	extinct	122.46	129.4
Yixianornis_grabaui	extinct	113	125
Anser	extinct	0.0117	0.126
Anas_crecca	extant	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	0.126
Anas	extinct	0.0117	0.126
Asio_flammeus	extant	0.0117	0.126
Pyrrhocorax	extinct	0.0117	0.126
Pyrrhocorax_graculus	extinct	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	2.588
Parapavo	extinct	0.0117	2.588
Lophortyx	extinct	0.0117	2.588
Gymnogyps_californianus	extinct	0.0117	2.588
Teratornis_merriami	extant	0.0117	2.588
Aquila_chrysaetos	extant	0.0117	2.588
Accipitridae	extinct	0.0117	2.588
Neophrontops_americanus	extinct	0.0117	2.588
Caracara	extinct	0.0117	2.588
Bubo_virginianus	extant	0.0117	2.588
Colaptes	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Passeriformes	extinct	0.0117	2.588
Grus_americana	extinct	0.0117	0.126
Euenantiornithes	extinct	125	129.4
Euenantiornithes	extinct	125	129.4
Euenantiornithes	extinct	125	129.4
Euenantiornithes	extinct	125	145
Asiahesperornis_bazhanovi	extinct	66	72.1
Aves	extinct	30.8	33.3
Enantiornithes	extinct	83.6	86.3
Aves	extinct	100.5	125
Ichthyornis	extinct	93.5	99.6
Ichthyornis	extinct	93.5	99.6
Spheniscidae	extinct	5.333	11.608
Psilopterus_colzecus	extinct	5.333	11.608
Aves	extinct	33.9	37.2
Halimornis_thompsoni	extinct	70.6	83.5
Palaeospheniscus_patagonicus	extinct	15.97	23.03
Aves	extinct	15.97	23.03
Primobucco_mcgrewi	extinct	48.6	55.8
Cyrilavis_olsoni	extinct	48.6	55.8
Neanis_schucherti	extinct	48.6	55.8
Uintornis_lucaris	extinct	37.2	48.6
Uintornis_marionae	extinct	37.2	48.6
Botauroides_parvus	extinct	37.2	48.6
Eobucco_brodkorbi	extinct	37.2	48.6
Ichthyornis_dispar	extinct	70.6	85.8
Grus_americana	extinct	0.0117	2.588
Gavia_immer	extant	0.0117	2.588
Anas_discors	extinct	0.0117	0.126
Accipiter_striatus	extant	0.0117	0.126
Bonasa	extinct	0.0117	0.126
Colinus_virginianus	extant	0.0117	0.126
Meleagris_gallopavo	extant	0.0117	0.126
Grus_americana	extinct	0.0117	0.126
Scolopax_minor	extinct	0.0117	0.126
Bartramia_longicauda	extinct	0.0117	0.126
Catoptrophorus_semipalmatus	extinct	0.0117	0.126
Erolia_minutilla	extinct	0.0117	0.126
Ectopistes_migratorius	extant	0.0117	0.126
Megaceryle_alcyon	extinct	0.0117	0.126
Colaptes_auratus	extant	0.0117	0.126
Melanerpes_carolinus	extinct	0.0117	0.126
Melanerpes_erythrocephalus	extinct	0.0117	0.126
Dendrocopos_pubescens	extinct	0.0117	0.126
Sayornis_phoebe	extinct	0.0117	0.126
Petrochelidon_pyrrhonota	extinct	0.0117	0.126
Perisoreus_canadensis	extinct	0.0117	0.126
Sitta_canadensis	extinct	0.0117	0.126
Toxostoma_rufum	extinct	0.0117	0.126
Turdus_migratorius	extant	0.0117	0.126
Agelaius_phoeniceus	extinct	0.0117	0.126
Junco	extinct	0.0117	0.126
Zonotrichia_albicollis	extinct	0.0117	0.126
Passerella_iliaca	extinct	0.0117	0.126
Melospiza_melodia	extant	0.0117	0.126
Puffinus_lherminieri	extant	0	0.0117
Pterodroma_cahow	extant	0	0.0117
Phaethon_lepturus	extant	0	0.0117
Bucephala_albeola	extinct	0.0117	0.126
Oxyura_jamaicensis	extinct	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Buteo_lineatus	extinct	0.0117	0.126
Buteo_platypterus	extinct	0.0117	0.126
Osteodontornis_orri	extinct	5.333	23.03
Puffinus_diatomicus	extinct	5.333	23.03
Sula_willetti	extinct	5.333	23.03
Ichthyornis	extinct	72.1	83.6
Tympanuchus_cupido	extinct	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Bonasa_umbellus	extant	0.0117	0.126
Coturnicops	extinct	0.0117	0.126
Capella	extinct	0.0117	0.126
Scolopax_minor	extinct	0.0117	0.126
Ectopistes_migratorius	extant	0.0117	0.126
Strix_varia	extinct	0.0117	0.126
Aegolius	extinct	0.0117	0.126
Aegolius_acadicus	extant	0.0117	0.126
Surnia	extinct	0.0117	0.126
Chaetura	extinct	0.0117	0.126
Colaptes_auratus	extant	0.0117	0.126
Melanerpes_carolinus	extinct	0.0117	0.126
Picoides_villosus	extinct	0.0117	0.126
Sayornis_phoebe	extinct	0.0117	0.126
Eremophila_alpestris	extinct	0.0117	0.126
Cyanocitta_cristata	extant	0.0117	0.126
Perisoreus_canadensis	extinct	0.0117	0.126
Sitta_canadensis	extinct	0.0117	0.126
Turdus_migratorius	extant	0.0117	0.126
Sturnella	extinct	0.0117	0.126
Carpodacus	extinct	0.0117	0.126
Pinicola	extinct	0.0117	0.126
Carduelis	extinct	0.0117	0.126
Pipilo	extinct	0.0117	0.126
Zonotrichia_albicollis	extinct	0.0117	0.126
Alethoalaornis_agitornis	extinct	113	125
Struthio_camelus	extant	0	0.0117
Neognathae	extinct	0	0.0117
Struthio_camelus	extant	0	0.0117
Neognathae	extinct	0	0.0117
Ciconiidae	extinct	15.97	20.43
Gruidae	extinct	15.97	20.43
Dalingheornis_liweii	extinct	125	129.4
Enantiornithes	extinct	113	125
Ornithurae	extinct	70.6	83.5
Euenantiornithes	extinct	70.6	83.5
Gavia_immer	extant	0.0117	0.126
Podilymbus_podiceps	extant	0.0117	0.126
Cygnus	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	0.126
Anas_crecca	extant	0.0117	0.126
Aythya_collaris	extinct	0.0117	0.126
Aythya_valisineria	extinct	0.0117	0.126
Mergus	extinct	0.0117	0.126
Accipiter_striatus	extant	0.0117	0.126
Haliaeetus_leucocephalus	extant	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Bonasa_umbellus	extant	0.0117	0.126
Tympanuchus_cupido	extinct	0.0117	0.126
Colinus_virginianus	extant	0.0117	0.126
Meleagris_gallopavo	extant	0.0117	0.126
Grus	extinct	0.0117	0.126
Scolopax_minor	extinct	0.0117	0.126
Bartramia_longicauda	extinct	0.0117	0.126
Catoptrophorus_semipalmatus	extinct	0.0117	0.126
Sterna	extinct	0.0117	0.126
Ectopistes_migratorius	extant	0.0117	0.126
Otus_asio	extant	0.0117	0.126
Strix_varia	extinct	0.0117	0.126
Melanerpes_carolinus	extinct	0.0117	0.126
Picoides_villosus	extinct	0.0117	0.126
Sayornis_phoebe	extinct	0.0117	0.126
Hirundinidae	extinct	0.0117	0.126
Cyanocitta_cristata	extant	0.0117	0.126
Pica_pica	extinct	0.0117	0.126
Corvus_corax	extant	0.0117	0.126
Dumetella_carolinensis	extinct	0.0117	0.126
Turdus_migratorius	extant	0.0117	0.126
Parulinae	extinct	0.0117	0.126
Piranga_olivacea	extinct	0.0117	0.126
Quiscalus_quiscula	extinct	0.0117	0.126
Passeriformes	extinct	0.0117	0.126
Ornithurae	extinct	113	129.4
Teviornis_gobiensis	extinct	66	83.6
Ornithurae	extinct	66	70.6
Lithornis_vulturinus	extinct	47.8	56
Lithornis	extinct	47.8	56
Gallinuloides	extinct	47.8	56
Halcyornithidae	extinct	47.8	56
Chascacocolius	extinct	47.8	56
Eoglaucidium	extinct	47.8	56
Eocypselus_vincenti	extinct	47.8	56
Bathornis_celeripes	extinct	33.3	33.9
Bathornis_fricki	extinct	20.43	30.8
Paracrax_wetmorei	extinct	30.8	33.3
Paracrax_gigantea	extinct	30.8	33.3
Paracrax_gigantea	extinct	30.8	33.3
Lithornithidae	extinct	40.4	48.6
Zygodactylus_luberonensis	extinct	28.4	33.9
Zygodactylus_ignotus	extinct	16.9	20
Proardeola_walkeri	extinct	11.608	15.97
Anatidae	extinct	11.608	15.97
Paraortygometra	extinct	11.608	15.97
Telecrex_grangeri	extinct	37.2	48.6
Diomedeoides_lipsiensis	extinct	28.4	33.9
Procellariiformes	extinct	28.1	33.9
Diomedeoides_lipsiensis	extinct	28.1	33.9
Diomedeoides	extinct	23.03	28.4
Phalacrocorax	extinct	2.588	3.6
Phalacrocorax_rogersi	extinct	2.588	5.333
Changchengornis_hengdaoziensis	extinct	125	145
Odontopteryx_toliapica	extinct	47.8	56
Macrodontopteryx_oweni	extinct	47.8	56
Dasornis_emuinus	extinct	47.8	56
Ichthyornis	extinct	89.3	93.5
Burhinus_lucorum	extinct	15.97	20.43
Petralca_austriaca	extinct	23.03	28.4
Eocoracias_brachyptera	extinct	40.4	48.6
Geranopterus_alatus	extinct	33.9	37.2
Geranopterus_alatus	extinct	33.9	37.2
Geranopterus_alatus	extinct	33.9	37.2
Geranopterus_alatus	extinct	33.9	37.2
Geranopterus_alatus	extinct	33.9	37.2
Geranopterus_alatus	extinct	33.9	37.2
Geranopterus_milneedwardsi	extinct	33.9	37.2
Calcardea_junnei	extinct	55.8	56.8
Aves	extinct	50.3	55.8
Chascacocolius_cacicirostris	extinct	40.4	48.6
Paracygnopterus	extinct	28.4	33.9
Romainvillia	extinct	28.4	33.9
Boutersemia_belgica	extinct	28.4	33.9
Boutersemia_parvula	extinct	28.4	33.9
Boutersemia	extinct	28.4	33.9
Scolopaci	extinct	28.4	33.9
Belgirallus_oligocaenus	extinct	28.4	33.9
Belgirallus_minutus	extinct	28.4	33.9
Belgirallus	extinct	28.4	33.9
Pici	extinct	28.4	33.9
Palaeortyx_gallica	extinct	23.03	28.4
Eocuculus_cherpinae	extinct	33.9	37.2
Quercyrallus_ludianus	extinct	33.9	38
Belgirallus_oligocaenus	extinct	28.1	33.9
Aves	extinct	66	72.1
Eurofluvioviridavis_robustipes	extinct	40.4	48.6
Primobucco_perneri	extinct	40.4	48.6
Primobucco_frugilegus	extinct	40.4	48.6
Coracii	extinct	48.6	55.8
Mopsitta_tanta	extinct	47.8	56
Leptoptilos_patagonicus	extinct	5.333	11.608
Taubatornis_campbelli	extinct	15.97	28.4
Spizaetus_tanneri	extinct	1.8	4.9
Pliogyps_fisheri	extinct	1.8	4.9
Aves	extinct	122.46	130
Limnofregata_azygosternon	extinct	50.3	55.8
Limnofregata_azygosternon	extinct	50.3	55.8
Hoazinoides_magdalenae	extinct	5.333	11.608
Phalacrocorax_femoralis	extinct	3.6	11.608
Oceanodroma_hubbsi	extinct	5.333	11.608
Fluvioviridavis_platyrhamphus	extinct	50.3	55.8
Fluvioviridavis	extinct	48.6	55.8
Messelastur_gratulator	extinct	40.4	48.6
Eurotrochilus	extinct	28.1	33.9
Baptornis_varneri	extinct	70.6	83.5
Nanantius_eos	extinct	100.5	113
Parahesperornis_alexi	extinct	83.6	89.8
Concornis_lacustris	extinct	125.45	130
Eocathayornis_walkeri	extinct	113	125
Yanornis_martini	extinct	113	125
Eoconfuciusornis_zhengi	extinct	125	132.9
Longipteryx_chaoyangensis	extinct	113	125
Paraprotopteryx_gracilis	extinct	122.46	130
Ichthyornis_dispar	extinct	83.6	89.8
Ichthyornis_dispar	extinct	83.6	89.8
Baptornis_advenus	extinct	83.6	89.8
Baptornis_advenus	extinct	86.3	89.8
Hesperornis_montana	extinct	70.6	83.5
Hesperornis_regalis	extinct	83.5	85.8
Sinornis_santensis	extinct	113	125
Hesperornis_rossicus	extinct	70.6	83.5
Ambiortus_dementjevi	extinct	125	132.9
Liaoningornis_longidigitris	extinct	122.46	125.45
Enaliornis_barretti	extinct	99.6	105.3
Enaliornis_sedgwicki	extinct	99.6	105.3
Noguerornis_gonzalezi	extinct	125	129.4
Enantiornithes	extinct	125	129.4
Apatornis_celer	extinct	83.6	89.8
Otogornis_genghisi	extinct	100.5	145
Confuciusornis_sanctus	extinct	122.46	130
Paleosula_stocktoni	extinct	10.3	13.6
Puffinus	extinct	0.0117	0.126
Gavia_immer	extant	0.0117	0.126
Gavia_arctica	extinct	0.0117	0.126
Podiceps_auritus	extinct	0.0117	0.126
Colymbus_nigricollis	extant	0.0117	0.126
Puffinus_opisthomelas	extinct	0.0117	0.126
Puffinus	extinct	0.0117	0.126
Fulmarus_glacialis	extant	0.0117	0.126
Phalacrocorax_penicillatus	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Branta	extinct	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	0.126
Anas	extinct	0.0117	0.126
Anas_americana	extinct	0.0117	0.126
Anatidae	extinct	0.0117	0.126
Bucephala_albeola	extinct	0.0117	0.126
Anas_clypeata	extinct	0.0117	0.126
Melanitta_perspicillata	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Fulica_americana	extant	0.0117	0.126
Limosa	extinct	0.0117	0.126
Totanus	extinct	0.0117	0.126
Larus	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Cathartes_aura	extant	0.0117	0.126
Coragyps	extinct	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Lophortyx	extinct	0.0117	0.126
Sturnella	extinct	0.0117	0.126
Gavia	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Gavia	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Diatryma_gigantea	extinct	50.3	55.8
Diatryma_gigantea	extinct	50.3	55.8
Diatryma_gigantea	extinct	50.3	55.8
Diatryma_gigantea	extinct	50.3	55.8
Diatryma_gigantea	extinct	50.3	55.8
Diatryma_gigantea	extinct	50.3	55.8
Diatryma_gigantea	extinct	50.3	55.8
Diatryma_gigantea	extinct	50.3	55.8
Waimanu_manneringi	extinct	59.2	61.6
Waimanu_tuatahi	extinct	59.2	61.6
Waimanu_tuatahi	extinct	55.8	58.7
Waimanu_tuatahi	extinct	55.8	58.7
Parapavo_californicus	extinct	1.8	4.9
Enantiophoenix_electrophyla	extinct	93.5	99.6
Aves	extinct	93.5	99.6
Lithoptila_abdounensis	extinct	56	59.2
Ornithurae	extinct	70.6	83.5
Ornithurae	extinct	70.6	83.5
Ornithurae	extinct	70.6	83.5
Ornithurae	extinct	70.6	83.5
Palintropus	extinct	70.6	83.5
Cimolopteryx_maxima	extinct	66	70.6
Lamarqueavis_minima	extinct	66	70.6
Lamarqueavis_petra	extinct	66	70.6
Cimolopteryx_maxima	extinct	66	70.6
Presbyornithidae	extinct	66	70.6
Presbyornithidae	extinct	66	70.6
Presbyornithidae	extinct	66	70.6
Charadriiformes	extinct	66	70.6
Charadriiformes	extinct	66	70.6
Charadriiformes	extinct	66	70.6
Limenavis_patagonica	extinct	66	83.5
Lonchodytes_estesi	extinct	66	70.6
Phalacrocoracidae	extinct	66	70.6
Torotix_clemensi	extinct	66	70.6
Ceramornis_major	extinct	66	70.6
Galloanserae	extinct	66	70.6
Neornithes	extinct	66	70.6
Neornithes	extinct	66	70.6
Neornithes	extinct	66	70.6
Neornithes	extinct	89.3	93.5
Odontopteryx	extinct	41.3	47.8
Perugyps_diazi	extinct	5.333	7.246
Protocypselomorphus_manfredkelleri	extinct	40.4	48.6
Gavia_immer	extant	0.0117	2.588
Aechmophorus_occidentalis	extinct	0.0117	2.588
Puffinus_griseus	extinct	0.0117	2.588
Puffinus_opisthomelas	extinct	0.0117	2.588
Chendytes_lawi	extinct	0.0117	2.588
Anatidae	extinct	0.0117	2.588
Uria_aalge	extant	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Moris_reyana	extinct	0.0117	2.588
Copepteryx_titan	extinct	23.03	28.1
Copepteryx_hexeris	extinct	23.03	28.4
Copepteryx_hexeris	extinct	23.03	28.4
Copepteryx_hexeris	extinct	23.03	28.4
Ardea_polkensis	extinct	4.9	10.3
Ardea_polkensis	extinct	4.9	10.3
