Species	Status	min_age	max_age
Plotopteridae	extinct	23.03	28.1
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Nanantius	extinct	99.6	105.3
Pinguinus_impennis	extant	0.0117	2.588
Pinguinus_impennis	extant	0.0117	2.588
Pinguinus_impennis	extant	0.0117	2.588
Pinguinus_impennis	extant	0.0117	2.588
Pinguinus_impennis	extant	0.0117	2.588
Pinguinus_impennis	extant	0	0.0117
Pinguinus_impennis	extant	0	0.0117
Presbyornis_pervetus	extinct	33.9	56
Presbyornis_pervetus	extinct	33.9	56
Presbyornis_pervetus	extinct	33.9	56
Aves	extinct	33.9	56
Samrukia_nessovi	extinct	70.6	86.3
Euenantiornithes	extinct	66	70.6
Ornithurae	extinct	66	70.6
Enantiornithes	extinct	66	70.6
Baptornis	extinct	72.1	83.6
Hesperornis_rossicus	extinct	72.1	83.6
Hesperornis	extinct	72.1	83.6
Baptornis	extinct	72.1	83.6
Hesperornithiformes	extinct	139.8	145
Hesperornis	extinct	72.1	89.8
Hesperornis	extinct	70.6	83.5
Tatarornipes_chabuensis	extinct	125.45	130
Longirostravis_hani	extinct	122.46	125.45
Archaeorhynchus_spathula	extinct	122.46	125.45
Charadriiformes	extinct	41.3	47.8
Cimolopteryx	extinct	66	70.6
Anatidae	extinct	0.0117	0.126
Aves	extinct	0	0.0117
Aves	extinct	0	0.0117
Aves	extinct	0	0.0117
Schizooura_lii	extinct	122.46	125.45
Enantiornithes	extinct	66	83.6
Dasornis	extinct	59.2	61.6
Dasornis	extinct	47.8	56
Dasornis	extinct	47.8	56
Odontopteryx_toliapica	extinct	56	59.2
Dasornis_emuinus	extinct	47.8	56
Dasornis_emuinus	extinct	47.8	56
Dasornis_emuinus	extinct	47.8	56
Dasornis_abdoun	extinct	47.8	56
Pelagornis_longirostris	extinct	15.97	23.03
Palaeochenoides	extinct	5.333	23.03
Tympanonesiotes_wetmorei	extinct	15.97	23.03
Macrodontopteryx_oweni	extinct	41.3	47.8
Macrodontopteryx_oweni	extinct	41.3	47.8
Dasornis_emuinus	extinct	41.3	47.8
Osteodontornis_orri	extinct	11.608	15.97
Procellariidae	extinct	11.608	15.97
Passeriformes	extinct	11.608	15.97
Gigantornis_eaglesomei	extinct	38	41.3
Pelagornis_miocaenus	extinct	11.608	15.97
Pelagornis_miocaenus	extinct	15.97	20.44
Pelagornis_miocaenus	extinct	11.608	12.7
Osteodontornis_orri	extinct	13.82	15.97
Gavia	extinct	15.97	20.43
Gavia	extinct	15.97	20.43
Pelagornithidae	extinct	15.97	20.43
Morus_loxostylus	extinct	15.97	20.43
Aves	extinct	15.97	20.43
Fulmarus	extinct	5.333	7.246
Pelagornis	extinct	7.246	11.62
Pelagornithidae	extinct	28.1	33.9
Pelagornithidae	extinct	23.03	28.1
Osteodontornis	extinct	5.333	23.03
Pelagornithidae	extinct	5.333	23.03
Osteodontornis	extinct	13.82	20.44
Pelagornithidae	extinct	1.806	2.588
Ichthyornithiformes	extinct	93.5	99.6
Aves	extinct	93.5	99.6
Struthio_asiaticus	extinct	2.588	3.6
Pelagornis_mauretanicus	extinct	2.588	3.6
Ciconia	extinct	0.0117	0.126
Branta_bernicla	extinct	0.0117	0.126
Mergus_merganser	extant	0.0117	0.126
Tadorna	extinct	0.0117	0.126
Haliaeetus_albicilla	extant	0.0117	0.126
Bubo	extinct	0.0117	0.126
Falco	extinct	0.0117	0.126
Loxia	extinct	0.0117	0.126
Corvus_corax	extant	0.0117	0.126
Alca_torda	extant	0.0117	2.588
Calonectris_diomedea	extinct	0.0117	2.588
Milvus	extinct	0.0117	2.588
Calidris	extinct	0.0117	2.588
Arenaria_interpres	extinct	0.0117	2.588
Alauda	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Anser	extinct	0.0117	2.588
Pluvialis	extinct	0.0117	2.588
Tadorna	extinct	0.0117	2.588
Anas	extinct	0.0117	2.588
Phalacrocorax	extinct	0.0117	2.588
Cygnus	extinct	0.0117	2.588
Anser_albifrons	extant	0.0117	2.588
Anser_albifrons	extant	0.0117	2.588
Anser	extinct	0.0117	2.588
Anas_crecca	extant	0.0117	0.126
Haliaeetus_albicilla	extant	0.0117	2.588
Haliaeetus_albicilla	extant	0.0117	2.588
Buteo	extinct	0.0117	2.588
Otis	extinct	0.0117	0.126
Stercorarius_longicaudus	extinct	0.0117	2.588
Rissa_tridactyla	extant	0.0117	2.588
Turdus	extinct	0.0117	0.126
Anas	extinct	0.0117	2.588
Falco	extinct	0.0117	2.588
Branta	extinct	0.0117	2.588
Mergus	extinct	0.0117	2.588
Falco	extinct	0.0117	2.588
Limosa	extinct	0.0117	2.588
Alle_alle	extant	0.0117	2.588
Columba_livia	extant	0.0117	2.588
Asio_flammeus	extant	0.0117	2.588
Pica_pica	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Anas_platyrhynchos	extant	0.0117	2.588
Anas	extinct	0.0117	2.588
Anas_crecca	extant	0.0117	2.588
Accipiter_nisus	extinct	0.0117	2.588
Asio	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Aves	extinct	61.6	66
Diatryma	extinct	37.2	48.6
Clangula	extinct	1.806	2.588
Melanitta_nigra	extant	0.126	0.781
Gallus	extinct	0.126	0.781
Gallus	extinct	0.126	0.781
Anas_clypeata	extinct	0.0117	2.588
Bubo	extinct	0.0117	2.588
Anser_albifrons	extant	0.0117	2.588
Branta	extinct	0.0117	2.588
Tadorna	extinct	0.0117	2.588
Eremophila_alpestris	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Alauda	extinct	0.0117	2.588
Porzana_porzana	extinct	0.0117	2.588
Alca_ausonia	extinct	3.6	5.333
Fratercula	extinct	3.6	5.333
Alca_grandis	extinct	2.588	5.333
Gavia	extinct	5.333	23.03
Melanitta	extinct	0.126	0.781
Chendytes_lawi	extinct	0.0117	0.126
Gavia_arctica	extinct	0.0117	0.126
Fulmarus_glacialis	extant	0.0117	0.126
Puffinus	extinct	0.0117	0.126
Pelecanus_occidentalis	extinct	0.0117	0.126
Ardea_herodias	extant	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Caracara_plancus	extant	0.0117	0.126
Larus	extinct	0.0117	0.126
Rissa_tridactyla	extant	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Fratercula	extinct	0.0117	0.126
Colymbus_nigricollis	extant	0.0117	0.126
Puffinus_griseus	extinct	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Fratercula_dowi	extinct	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Phalacrocorax_pelagicus	extant	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Uria	extinct	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Gavia	extinct	0.0117	0.126
Colymbus_nigricollis	extant	0.0117	0.126
Aechmophorus	extinct	0.0117	0.126
Fulmarus_glacialis	extant	0.0117	0.126
Puffinus_griseus	extinct	0.0117	0.126
Puffinus_opisthomelas	extinct	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Phalacrocorax_pelagicus	extant	0.0117	0.126
Plegadis_chihi	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Melanitta_fusca	extant	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Haliaeetus_leucocephalus	extant	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Caracara_plancus	extant	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Larus_californicus	extinct	0.0117	0.126
Uria_aalge	extant	0.0117	0.126
Cepphus_columba	extant	0.0117	0.126
Synthliboramphus_hypoleucus	extinct	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Fratercula_dowi	extinct	0.0117	0.126
Tyto_alba	extant	0.0117	0.126
Corvus_corax	extant	0.0117	0.126
Melospiza_melodia	extant	0.0117	0.126
Passeriformes	extinct	0.0117	0.126
Chen_caerulescens	extinct	0.0117	0.126
Uria_aalge	extant	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Fratercula	extinct	0.0117	0.126
Gavia	extinct	0.0117	0.126
Colymbus_nigricollis	extant	0.0117	0.126
Puffinus_opisthomelas	extinct	0.0117	0.126
Chen_caerulescens	extinct	0.0117	0.126
Melanitta_perspicillata	extinct	0.0117	0.126
Melanitta_fusca	extant	0.0117	0.126
Mergus_serrator	extant	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Gymnogyps_californianus	extinct	0.0117	0.126
Haliaeetus_leucocephalus	extant	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Charadrius_semipalmatus	extinct	0.0117	0.126
Synthliboramphus_hypoleucus	extinct	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Asio_priscus	extinct	0.0117	0.126
Eremophila_alpestris	extinct	0.0117	0.126
Corvus_corax	extant	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Larus_californicus	extinct	0.0117	0.126
Uria_aalge	extant	0.0117	0.126
Synthliboramphus_hypoleucus	extinct	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Chendytes_lawi	extinct	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Alle_alle	extant	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Microsula_pygmaea	extinct	15.97	20.44
Sarmatosula_dobrogensis	extinct	11.62	13.82
Sulidae	extinct	23.03	28.1
Empheresula_arvernensis	extinct	23.03	28.1
Empheresula_arvernensis	extinct	20.44	23.03
Prophalacrocorax_ronzoni	extinct	28.4	33.9
Morus	extinct	11.62	13.82
Phalacrocorax_intermedius	extinct	15.97	20.44
Phalacrocorax_intermedius	extinct	13.82	15.97
Phalacrocorax_intermedius	extinct	20.44	23.03
Phalacrocorax	extinct	20.44	23.03
Palaeortyx_intermedia	extinct	16.9	20
Palaeortyx_intermedia	extinct	20.44	23.03
Palaeortyx_intermedia	extinct	11.608	20
Palaeortyx_intermedia	extinct	2.588	5.333
Borvocarbo_tardatus	extinct	15.97	20.44
Phalacrocorax_intermedius	extinct	12.7	13.65
Tyto	extinct	12.7	13.65
Passeriformes	extinct	12.7	13.65
Puffinus_nestori	extinct	2.588	5.333
Buteo	extinct	2.588	5.333
Palaeocryptonyx	extinct	2.588	5.333
Columba_livia	extant	2.588	5.333
Athene_veta	extinct	2.588	5.333
Passeriformes	extinct	2.588	5.333
Gavia_howardae	extinct	2.588	3.6
Gavia_concinna	extinct	3.6	5.333
Gavia_concinna	extinct	2.588	3.6
Colymbus_parvus	extinct	2.588	3.6
Colymbus_subparvus	extinct	2.588	5.333
Puffinus_kanakoffi	extinct	2.588	3.6
Morus_humeralis	extinct	2.588	3.6
Phalacrocorax_kennelli	extinct	2.588	3.6
Ptychoramphus_aleuticus	extant	2.588	3.6
Sphenisciformes	extinct	36	37.2
Kairuku_waitaki	extinct	23.03	28.1
Kairuku_grebneffi	extinct	25.2	27.3
Kairuku_grebneffi	extinct	25.2	27.3
Kairuku	extinct	25.2	27.3
Kairuku	extinct	25.2	27.3
Alauda	extinct	0.0117	0.126
Cepphus	extinct	0.0117	0.126
Columba	extinct	0.0117	0.126
Columba	extinct	0.0117	0.126
Corvus	extinct	0.0117	0.126
Eremophila_alpestris	extinct	0.0117	0.126
Gallinago_gallinago	extinct	0.0117	0.126
Sturnus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Turdus	extinct	0.0117	0.126
Sturnus	extinct	0.0117	2.588
Alauda	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Alca_torda	extant	0.781	2.588
Alca_torda	extant	0.0117	2.588
Morus	extinct	0.0117	2.588
Phalacrocorax	extinct	0.0117	2.588
Pinguinus_impennis	extant	0.0117	2.588
Uria_aalge	extant	0.0117	2.588
Alca_torda	extant	0.0117	2.588
Alca_torda	extant	0.0117	2.588
Alle_alle	extant	0.0117	2.588
Arenaria_interpres	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Corvus	extinct	0.0117	2.588
Fratercula_arctica	extant	0.0117	2.588
Phalacrocorax	extinct	0.0117	2.588
Pyrrhocorax	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Uria_aalge	extant	0.0117	2.588
Calidris	extinct	0.0117	2.588
Anas_platyrhynchos	extant	0.0117	2.588
Anas_platyrhynchos	extant	0.0117	2.588
Corvus	extinct	0.0117	0.126
Ardea_cinerea	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Aves	extinct	100.5	113
Gallinula_chloropus	extant	0.0117	2.588
Grus_grus	extant	0.0117	2.588
Grus	extinct	0.0117	2.588
Phalacrocorax_carbo	extant	0.0117	2.588
Aves	extinct	100.5	113
Aves	extinct	100.5	113
Bubo	extinct	0.781	2.588
Columba	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Grus_grus	extant	0.0117	2.588
Nycticorax	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Strix	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Corvus_corax	extant	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Fulica	extinct	0.0117	2.588
Fulica	extinct	0.0117	2.588
Gallinula_chloropus	extant	0.126	0.781
Grus	extinct	0.0117	2.588
Grus_antigone	extinct	0.0117	2.588
Grus_grus	extant	0.0117	2.588
Grus_grus	extant	0	0.126
Grus_grus	extant	0.0117	2.588
Melanitta_nigra	extant	0.0117	2.588
Mergus_serrator	extant	0.0117	2.588
Phalacrocorax_carbo	extant	0.0117	2.588
Phalacrocorax_carbo	extant	0.126	0.781
Phalacrocorax_carbo	extant	0.0117	2.588
Phalacrocorax_carbo	extant	0.0117	2.588
Pyrrhocorax	extinct	0.0117	0.126
Sturnus	extinct	0.126	0.781
Sturnus	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Tringa_ochropus	extinct	0.126	0.781
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.126	0.781
Tyto_alba	extant	0.0117	0.126
Tyto_alba	extant	0.0117	2.588
Tyto_alba	extant	0.0117	2.588
Tyto_alba	extant	0.0117	2.588
Tyto_alba	extant	0.0117	2.588
Uria_aalge	extant	0.0117	2.588
Ichthyornis	extinct	89.3	93.5
Cyphornis_magnus	extinct	23.03	33.9
Puffinus_inceptor	extinct	13.82	15.97
Puffinus	extinct	13.82	15.97
Morus_vagabundus	extinct	13.82	15.97
Presbychen_abavus	extinct	13.82	15.97
Diomedea_milleri	extinct	13.82	15.97
Puffinus_priscus	extinct	13.82	15.97
Puffinus_inceptor	extinct	13.82	15.97
Aves	extinct	2.588	3.6
Puffinus_kanakoffi	extinct	2.588	5.333
Puffinus_kanakoffi	extinct	2.588	3.6
Puffinus_kanakoffi	extinct	2.588	3.6
Phalacrocorax_kennelli	extinct	2.588	5.333
Morus_recentior	extinct	2.588	3.6
Brachyramphus_pliocenum	extinct	2.588	5.333
Puffinus_felthami	extinct	3.6	5.333
Mancalla_californiensis	extinct	3.6	5.333
Meleagris_gallopavo	extant	0.3	1.8
Bonasa_umbellus	extant	0.3	1.8
Anas_crecca	extant	0.3	1.8
Aquila_chrysaetos	extant	0.3	1.8
Otus_guildayi	extinct	0.3	1.8
Ectopistes_migratorius	extant	0.3	1.8
Perisoreus_canadensis	extinct	0.3	1.8
Aves	extinct	13.82	15.97
Ectopistes_migratorius	extant	0.0117	2.588
Puffinus	extinct	13.82	15.97
Alcidae	extinct	13.82	15.97
Sula_pohli	extinct	11.608	15.97
Sula_willetti	extinct	0.0117	2.588
Paleosula_stocktoni	extinct	11.608	15.97
Puffinus_diatomicus	extinct	7.246	11.62
Sula_willetti	extinct	7.246	11.62
Morus_lompocanus	extinct	7.246	11.62
Miosula_media	extinct	7.246	11.62
Cerorhinca_dubia	extinct	7.246	11.62
Limosa_vanrossemi	extinct	7.246	11.62
Fulmarus_miocaenus	extinct	13.82	15.97
Ciconiidae	extinct	13.82	15.97
Megapaloelodus	extinct	13.82	15.97
Osteodontornis	extinct	13.82	15.97
Aves	extinct	23.03	33.9
Plotopteridae	extinct	23.03	28.1
Plotopteridae	extinct	23.03	28.1
Galloanserae	extinct	23.03	33.9
Galloanserae	extinct	11.608	15.97
Sula	extinct	13.82	15.97
Aves	extinct	72.1	83.6
Dinornithidae	extinct	15.9	19
Bonasa_umbellus	extant	0.3	1.8
Heliadornis_ashbyi	extinct	13.82	15.97
Morus_avitus	extinct	13.82	15.97
Morus	extinct	13.82	15.97
Columbidae	extinct	13.82	15.97
Puffinus	extinct	13.82	15.97
Chendytes_lawi	extinct	0.0117	2.588
Phalacrocorax_auritus	extinct	0.0117	2.588
Chendytes_lawi	extinct	0.0117	0.126
Brodavis_americanus	extinct	66	70.6
Brodavis_baileyi	extinct	66	72.1
Brodavis_mongoliensis	extinct	66	72.1
Xiangornis_shenmi	extinct	113	125
Plotopteridae	extinct	23.03	28.1
Jeholornis_palmapenis	extinct	122.46	125.45
Pellornis_mikkelseni	extinct	47.8	56
Gigantornis	extinct	41.3	47.8
Pelagornis	extinct	5.333	7.246
Polarornis_gregorii	extinct	66	72.1
Enantiornithes	extinct	66	72.1
Parahesperornis	extinct	70.6	83.5
Parahesperornis	extinct	83.6	89.3
Enantiornithes	extinct	70.6	83.5
Ornithurae	extinct	72.1	83.6
Enantiornithes	extinct	72.1	83.6
Qinornis_paleocenica	extinct	58.7	66
Wanshuina_lii	extinct	58.7	61.7
Eopuffinus_kazachstanensis	extinct	55.8	58.7
Zhylgaia_aestiflua	extinct	55.8	58.7
Tshulia_litorea	extinct	55.8	58.7
Sapeornis_chaoyangensis	extinct	122.46	125.45
Intiornis_inexpectatus	extinct	72.1	83.6
Lithornis_celetius	extinct	56.8	61.7
Lithornis_promiscuus	extinct	55.8	56.8
Eobucco	extinct	55.8	56.8
Lithornis_plebius	extinct	55.8	56.8
Pseudocrypturus_cercanaxius	extinct	50.3	55.8
Lithornithidae	extinct	37.2	48.6
Paleopsilopterus_itaboraiensis	extinct	48.6	58.7
Aves	extinct	66	72.1
Enantiornithes	extinct	66	72.1
Shengjingornis_yangi	extinct	113	125
Palaeotodus_itardiensis	extinct	28.1	33.9
Palaeospheniscus_bergi	extinct	11.608	15.97
Podilymbus_podiceps	extant	0.012	0.3
Podiceps_dixi	extinct	0.012	0.3
Anas	extinct	0.012	0.3
Anas_acuta	extant	0.012	0.3
Anas_clypeata	extinct	0.012	0.3
Querquedula	extinct	0.012	0.3
Nettion	extinct	0.012	0.3
Aythya_collaris	extinct	0.012	0.3
Gymnogyps_californianus	extinct	0.012	0.3
Cathartes_aura	extant	0.012	0.3
Coragyps	extinct	0.012	0.3
Accipiter	extinct	0.012	0.3
Accipiter_striatus	extant	0.012	0.3
Buteo_jamaicensis	extant	0.012	0.3
Buteo_lineatus	extinct	0.012	0.3
Falco	extinct	0.012	0.3
Falco_sparverius	extant	0.012	0.3
Caracara	extinct	0.012	0.3
Colinus_suilium	extinct	0.012	0.3
Meleagris_gallopavo	extant	0.012	0.3
Rallus_limicola	extinct	0.012	0.3
Porzana	extinct	0.012	0.3
Porzana_auffenbergi	extinct	0.012	0.3
Coturnicops	extinct	0.012	0.3
Laterallus_guti	extinct	0.012	0.3
Fulica_minor	extinct	0.012	0.3
Charadrius_vociferus	extinct	0.012	0.3
Tringa	extinct	0.012	0.3
Capella	extinct	0.012	0.3
Ectopistes_migratorius	extant	0.012	0.3
Tyto_alba	extant	0.012	0.3
Otus_asio	extant	0.012	0.3
Speotyto_cunicularia	extinct	0.012	0.3
Strix_varia	extinct	0.012	0.3
Colaptes_auratus	extant	0.012	0.3
Melanerpes_erythrocephalus	extinct	0.012	0.3
Corvus_brachyrhynchos	extinct	0.012	0.3
Corvus_ossifragus	extinct	0.012	0.3
Protocitta_dixi	extinct	0.012	0.3
Cyanocitta_cristata	extant	0.012	0.3
Troglodytes	extinct	0.012	0.3
Cistothorus_brevis	extinct	0.012	0.3
Pandanaris_convexa	extinct	0.012	0.3
Agelaius_phoeniceus	extinct	0.012	0.3
Quiscalus_quiscula	extinct	0.012	0.3
Sturnella	extinct	0.012	0.3
Pipilo	extinct	0.012	0.3
Tyto_balearica	extinct	2.588	5.333
Pterodromoides_minoricensis	extinct	2.588	5.333
Aves	extinct	13.65	15.97
Empheresula	extinct	11.1	12.75
Anthropornis	extinct	33.9	38
Palaeeudyptes_klekowskii	extinct	33.9	38
Neornithes	extinct	33.9	56
Struthio	extinct	5.333	11.608
Eremopezus_eocaenus	extinct	28.1	33.9
Ciconiidae	extinct	28.1	33.9
Leptoptilos	extinct	15.97	16.9
Palaeortyx_intermedia	extinct	13.65	15.97
Gargantuavis_philoinos	extinct	66	83.5
Aves	extinct	13.65	15.97
Aves	extinct	100.5	113
Aves	extinct	100.5	125
Aves	extinct	100.5	125
Aves	extinct	66	70.6
Berruornis_halbedeli	extinct	59.2	61.6
Aves	extinct	100.5	145
Aves	extinct	130	145
Phorusrhacinae	extinct	5.333	11.608
Sulcavis_geeorum	extinct	113	125
Spheniscidae	extinct	0	0.0117
Archaeorhynchus_spathula	extinct	122.46	125.45
Eudyptula_minor	extant	0	0.0117
Eudyptes	extinct	0	0.0117
Pachydyptes_simpsoni	extinct	33.9	38
Phalacrocorax	extinct	0	0.0117
Anatidae	extinct	0	0.0117
Accipiter_fasciatus	extant	0	0.0117
Falco_cenchroides	extant	0	0.0117
Coturnix	extinct	0	0.0117
Turnix_varia	extant	0	0.0117
Rallus_philippensis	extant	0	0.0117
Gallinula_mortierii	extant	0	0.0117
Dasyornis	extinct	0	0.0117
Larus_novaehollandiae	extant	0	0.0117
Phaps_chalcoptera	extant	0	0.0117
Glossopsitta_concinna	extant	0	0.0117
Cacatua_tenuirostris	extant	0	0.0117
Phaps_elegans	extant	0	0.0117
Cacatua_roseicapilla	extant	0	0.0117
Platycercus_elegans	extant	0	0.0117
Psittaciformes	extinct	0	0.0117
Cinclosoma_punctatum	extant	0	0.0117
Cinclosoma_punctatum	extant	0	0.0117
Dasyornis_brachypterus	extant	0	0.0117
Anthochaera_carunculata	extant	0	0.0117
Ptilonorhynchus_violaceus	extant	0	0.0117
Anthochaera_chrysoptera	extant	0	0.0117
Cracticidae	extinct	0	0.0117
Corvus	extinct	0	0.0117
Aves	extinct	0	0.0117
Passeriformes	extinct	0	0.0117
Psittacidae	extinct	0.012	0.781
Nothura	extinct	0.012	0.781
Colaptes	extinct	0.012	0.781
Koreanaornis	extinct	93.5	99.6
Enantiornithes	extinct	100.5	113
Divisulcus_demerei	extinct	13.82	15.97
Hesperornithiformes	extinct	72.1	83.6
Pseudodontornis_tenuirostris	extinct	48.6	58.7
Aves	extinct	7.246	11.62
Protoplotus_beauforti	extinct	33.9	66
Uria_brodkorbi	extinct	7.246	11.62
Phorusrhacos_longissimus	extinct	15.97	23.03
Phorusrhacos_longissimus	extinct	15.97	23.03
Aves	extinct	0	2.588
Aves	extinct	0	0.0117
Rallus_longirostris	extant	0	0.0117
Corvus	extinct	0	0.0117
Eudocimus	extinct	0	0.0117
Phalacrocorax	extinct	4.9	10.3
Aves	extinct	70.6	83.5
Aves	extinct	70.6	83.5
Yanornis_guozhangi	extinct	122.46	129.4
Nyctanassa_violacea	extant	0	0.0117
Eudocimus	extinct	0	0.0117
Pandion	extinct	0	0.0117
Accipiter	extinct	0	0.0117
Caracara_creightoni	extant	0	0.0117
Columba	extinct	0	0.0117
Zenaida	extinct	0	0.0117
Tyto	extinct	0	0.0117
Passeriformes	extinct	0	0.0117
Puffinus_lherminieri	extant	0	0.0117
Nyctanassa_violacea	extant	0	0.0117
Eudocimus	extinct	0	0.0117
Pandion	extinct	0	0.0117
Accipiter	extinct	0	0.0117
Falco_sparverius	extant	0	0.0117
Rallus	extinct	0	0.0117
Gallinago	extinct	0	0.0117
Columba	extinct	0	0.0117
Zenaida	extinct	0	0.0117
Tyto	extinct	0	0.0117
Athene	extinct	0	0.0117
Colaptes	extinct	0	0.0117
Contopus	extinct	0	0.0117
Petrochelidon	extinct	0	0.0117
Spizella	extinct	0	0.0117
Sturnella	extinct	0	0.0117
Passeriformes	extinct	0	0.0117
Spheniscidae	extinct	5.333	11.608
Sphenisciformes	extinct	7.246	11.62
Sphenisciformes	extinct	7.246	11.62
Sphenisciformes	extinct	7.246	11.62
Sphenisciformes	extinct	7.246	11.62
