Species	Status
Nettion	extinct
Nettion_bunkeri	extinct
Nettion_greeni	extinct
Nettion_ogallalae	extinct
Neuquenornis_volans	extinct
Noguerornis_gonzalezi	extinct
Nothura	extinct
Nucleornis_insolitus	extinct
Numenius	extinct
Numenius_borealis	extinct
Numenius_tahitiensis	extant
Numida	extinct
Nuntius_solitarius	extinct
Nupharanassa_bulotorum	extinct
Nupharanassa_tolutaria	extinct
Nyctanassa_violacea	extant
Nycticorax	extinct
Nycticorax_fidens	extinct
Nyroca	extinct
Oceanites	extinct
Oceanites_zaloscarthmus	extinct
Oceanodroma	extinct
Oceanodroma_castro	extant
Oceanodroma_homochroa	extinct
Oceanodroma_hubbsi	extinct
Ocyplonessa_shotwelli	extinct
Odontiphorinidae	extinct
Odontophoridae	extinct
Odontopteryx	extinct
Odontopteryx_toliapica	extinct
Ogygoptynx_wetmorei	extinct
Olar_buccinator	extinct
Oligocolius_brevitarsus	extinct
Oligosylphe	extinct
Omnivoropteryx_sinousaorum	extinct
Opisthodactylus_patagonicus	extinct
Oreortyx_picta	extinct
Ornimegalonyx_oteroi	extinct
Ornithothoraces	extinct
Ornithurae	extinct
Ortalis	extinct
Ortalis_pollicaris	extinct
Ortalis_tantala	extinct
Osteodontornis	extinct
Osteodontornis_orri	extinct
Otididae	extinct
Otis	extinct
Otogornis_genghisi	extinct
Otus	extinct
Otus_asio	extant
Otus_guildayi	extinct
Otus_providentiae	extinct
Oxyura_hulberti	extinct
Oxyura_jamaicensis	extinct
Oxyura_zapatanima	extinct
Pachycorioolithus_jinyunensis	extinct
Pachydyptes_ponderosus	extinct
Pachydyptes_simpsoni	extinct
Pachyornis	extinct
Pachyornis_elephantopus	extant
Pachyptila	extinct
Pachyptila_salax	extinct
Pachyptila_turtur	extinct
Pagophila	extinct
Palaeastur_atavus	extinct
Palaeeudyptes	extinct
Palaeeudyptes_antarcticus	extinct
Palaeeudyptes_gunnari	extinct
Palaeeudyptes_klekowskii	extinct
Palaeeudyptes_marplesi	extinct
Palaelodus	extinct
Palaelodus_aotearoa	extinct
Palaeoborus_rosatus	extinct
Palaeochenoides	extinct
Palaeociconia_australis	extinct
Palaeocrex_fax	extinct
Palaeocryptonyx	extinct
Palaeoephippiorhynchus_dietrichi	extinct
Palaeognathae	extinct
Palaeogyps_prodromus	extinct
Palaeonossax_senectus	extinct
Palaeophasianus_meleagroides	extinct
Palaeophoyx_columbiana	extinct
Palaeorallus_troxelli	extinct
Palaeortyx	extinct
Palaeortyx_gallica	extinct
Palaeortyx_intermedia	extinct
Palaeortyx_volans	extinct
Palaeospheniscus	extinct
Palaeospheniscus_affinis	extinct
Palaeospheniscus_bergi	extinct
Palaeospheniscus_bilocular	extinct
Palaeospheniscus_gracilis	extinct
Palaeospheniscus_huxleyorum	extinct
Palaeospheniscus_intermedius	extinct
Palaeospheniscus_interruptus	extinct
Palaeospheniscus_patagonicus	extinct
Palaeospheniscus_planus	extinct
Palaeospheniscus_rothi	extinct
Palaeospheniscus_wimani	extinct
Palaeospiza_bella	extinct
Palaeostruthus_eurius	extinct
Palaeotis_weigelti	extinct
Palaeotodus_itardiensis	extinct
Palaeotringa_littoralis	extinct
Palaeotringa_vagans	extinct
Paleopsilopterus_itaboraiensis	extinct
Paleosula_stocktoni	extinct
Palintropus	extinct
Panalcidae	extinct
Pandanaris_convexa	extinct
Pandion	extinct
Pandionidae	extinct
Pandion_lovensis	extinct
Pansphenisciformes	extinct
Papasula_abbotti	extant
Parabohaiornis_martini	extinct
Paracathartes_howardae	extinct
Paracrax_gigantea	extinct
Paracrax_wetmorei	extinct
Paractiornis_perpusillus	extinct
Paractitis	extinct
Paracygnopterus	extinct
Parahesperornis	extinct
Parahesperornis_alexi	extinct
Parahongshanornis_chaoyangensis	extinct
Paranyroca_magna	extinct
Paraortygometra	extinct
Paraortyx	extinct
Paraortyx_lorteti	extinct
Parapavo	extinct
Parapavo_californicus	extinct
Parapengornis_eurycaudatus	extinct
Paraprefica_kelleri	extinct
Paraprefica_major	extinct
Paraprotopteryx_gracilis	extinct
Paraptenodytes_antarcticus	extinct
Paraptenodytes_brodkorbi	extinct
Paraptenodytes_robustus	extinct
Parargornis_messelensis	extinct
Parulinae	extinct
Parus	extinct
Parvavis_chuxiongensis	extinct
Parvigrus_pohli	extinct
Parvirallus_gracilis	extinct
Pasquiaornis_hardiei	extinct
Pasquiaornis_tankei	extinct
Passer	extinct
Passerculus_sandwichensis	extinct
Passerella	extinct
Passerella_iliaca	extinct
Passeriformes	extinct
Passerina	extinct
Patagonichnornis_venetiorum	extinct
Patagopteryx_deferrariisi	extinct
Patagornis_marshi	extinct
Pavo_muticus	extinct
Pediohierax_ramenta	extinct
Pelagodroma	extinct
Pelagodroma_marina	extant
Pelagornis	extinct
Pelagornis_chilensis	extinct
Pelagornis_longirostris	extinct
Pelagornis_mauretanicus	extinct
Pelagornis_miocaenus	extinct
Pelagornis_sandersi	extinct
Pelagornis_stirtoni	extinct
Pelagornithidae	extinct
Pelecaniformes	extinct
Pelecanoides	extinct
Pelecanoides_cymatotrypetes	extinct
Pelecanoides_miokuaka	extinct
Pelecanoides_urinatrix	extinct
Pelecanus	extinct
Pelecanus_cadimurka	extant
Pelecanus_erythrorhynchos	extinct
Pelecanus_grandiceps	extinct
Pelecanus_halieus	extinct
Pelecanus_occidentalis	extinct
Pelecanus_odessanus	extinct
Pelecanus_proavus	extant
Pelecanus_schreiberi	extinct
Pelecanus_sivalensis	extinct
Pelecanus_tirarensis	extant
Pellornis_mikkelseni	extinct
Pengornis_houi	extinct
Perdicinae	extinct
Perisoreus_canadensis	extinct
Perplexicervix_microcephalon	extinct
Perudyptes_devriesi	extinct
Perugyps_diazi	extinct
Petralca_austriaca	extinct
Petrochelidon	extinct
Petrochelidon_pyrrhonota	extinct
Petroica	extinct
Petroica_australis	extant
Phaeornis_obscurus	extinct
Phaethon_aethereus	extant
Phaethon_lepturus	extant
Phaethontes	extinct
Phaethusavis_pelagicus	extinct
Phalacrocoracidae	extinct
Phalacrocorax	extinct
Phalacrocorax_auritus	extinct
Phalacrocorax_bougainvillii	extinct
Phalacrocorax_brasilianus	extinct
Phalacrocorax_carbo	extant
Phalacrocorax_chapalensis	extinct
Phalacrocorax_destefanii	extinct
Phalacrocorax_femoralis	extinct
Phalacrocorax_filyawi	extinct
Phalacrocorax_goletensis	extinct
Phalacrocorax_idahensis	extinct
Phalacrocorax_intermedius	extinct
Phalacrocorax_kennelli	extinct
Phalacrocorax_leptopus	extinct
Phalacrocorax_longipes	extinct
Phalacrocorax_macer	extinct
Phalacrocorax_macropus	extinct
Phalacrocorax_marinavis	extinct
Phalacrocorax_mediterraneus	extinct
Phalacrocorax_mongoliensis	extinct
Phalacrocorax_pelagicus	extant
Phalacrocorax_penicillatus	extinct
Phalacrocorax_reliquus	extinct
Phalacrocorax_rogersi	extinct
Phalacrocorax_varius	extinct
Phalacrocorax_wetmorei	extinct
Phalaropus	extinct
Phaps_chalcoptera	extant
Phaps_elegans	extant
Phasianidae	extinct
Phasmagyps_patritus	extinct
Philesturnus	extinct
Philesturnus_carunculatus	extinct
Phocavis_maritimus	extinct
Phoenicopteridae	extinct
Phoenicopterus	extinct
Phoenicopterus_copei	extinct
Phoenicopterus_floridanus	extinct
Phoenicopterus_stocki	extinct
Phorusrhacidae	extinct
Phorusrhacinae	extinct
Phorusrhacos_longissimus	extinct
Physornis	extinct
Pica	extinct
Pica_mourerae	extinct
Pica_pica	extinct
Pici	extinct
Picidae	extinct
Picoides_villosus	extinct
Pikaihao_bartlei	extinct
Pinguinus_alfrednewtoni	extinct
Pinguinus_impennis	extant
Pinicola	extinct
Pipilo	extinct
Piranga	extinct
Piranga_olivacea	extinct
Piscivoravis_lii	extinct
Plataleidae	extinct
Platycercus	extinct
Platycercus_elegans	extant
Platydyptes_amiesi	extinct
Platydyptes_marplesi	extinct
Platydyptes_novaezealandiae	extinct
Plegadis	extinct
Plegadis_chihi	extinct
Pleistorallus_flemingi	extinct
Plesiocathartes	extinct
Pliogallus	extinct
Pliogyps_charon	extinct
Pliogyps_fisheri	extinct
Plioperdix_hungarica	extinct
Pliopicus	extinct
Ploceus	extinct
Plotopteridae	extinct
Plotopterum	extinct
Plotopterum_joaquinensis	extinct
Plotornis_graculoides	extinct
Plotus_laticeps	extinct
Pluvialis	extinct
Pluvialis_dominica	extinct
Pluvialis_squatarola	extinct
Podiceps	extinct
Podiceps_arndti	extinct
Podiceps_auritus	extinct
Podiceps_caspicus	extinct
Podiceps_discors	extinct
Podiceps_dixi	extinct
Podiceps_sociatus	extinct
Podiceps_subparvus	extinct
Podicipedidae	extinct
Podilymbus	extinct
Podilymbus_podiceps	extant
Polarornis_gregorii	extinct
Porphyrio	extinct
Porphyrula	extinct
Porzana	extinct
Porzana_astrictocarpus	extant
Porzana_auffenbergi	extinct
Porzana_keplerorum	extant
Porzana_lacustris	extinct
Porzana_menehune	extant
Porzana_porzana	extinct
Porzana_ralphorum	extinct
Porzana_severnsi	extant
Porzana_ziegleri	extinct
Potamornis_skutchi	extinct
Presbychen_abavus	extinct
Presbyornis	extinct
Presbyornis_isoni	extinct
Presbyornis_mongoliensis	extinct
Presbyornis_pervetus	extinct
Presbyornis_recurvirostrus	extinct
Presbyornithidae	extinct
Primapus_lacki	extinct
Primobucco_frugilegus	extinct
Primobucco_kistneri	extinct
Primobucco_mcgrewi	extinct
Primobucco_perneri	extinct
Primocolius_sigei	extinct
Primotrogon	extinct
Primotrogon_pumilio	extinct
Primotrogon_wintersteini	extinct
Proapteryx_micromeros	extinct
Proardeola_walkeri	extinct
Probalearica_crataegensis	extinct
Procellaria	extinct
Procellaria_aequinoctialis	extinct
Procellaria_parkinsoni	extinct
Procellariidae	extinct
Procellariiformes	extinct
Procrax_brevipes	extinct
Progura	extinct
Promilio_brodkorbi	extinct
Promilio_efferus	extinct
Promilio_epileus	extinct
Promilio_floridanus	extinct
Proornis_coreae	extinct
Propelargus_olseni	extinct
Prophaethon	extinct
Prophaethontidae	extinct
Prophalacrocorax_ronzoni	extinct
Prosthemadera_novaeseelandiae	extant
Prosybris_antiqua	extinct
Protibis	extinct
Protocitta_ajax	extinct
Protocitta_dixi	extinct
Protocypselomorphus_manfredkelleri	extinct
Protomelanitta_bakeri	extinct
Protopelicanus_cuvierii	extinct
Protoplotus_beauforti	extinct
Protopteryx_fengningensis	extinct
Protorhea_azarae	extinct
Protostrigidae	extinct
Protostrix_californiensis	extinct
Protostrix_leptosteus	extinct
Protostrix_saurodosis	extinct
Pseudaptenodytes	extinct
Pseudaptenodytes_macraei	extinct
Pseudocepphus_teres	extinct
Pseudocrypturus_cercanaxius	extinct
Pseudodontornis_tenuirostris	extinct
Pseudospheniscus_concavus	extinct
Psilopteridae	extinct
Psilopterus_bachmanni	extinct
Psilopterus_colzecus	extinct
Psilopterus_lemoinei	extinct
Psittacidae	extinct
Psittaciformes	extinct
Ptaiochen_pau	extant
Pterodroma	extinct
Pterodroma_cahow	extant
Pterodroma_hypoleuca	extant
Pterodroma_inexpectata	extinct
Pterodroma_jugabilis	extinct
Pterodroma_lessonii	extinct
Pterodroma_phaeopygia	extinct
Pterodroma_rupinarum	extant
Pterodromoides_minoricensis	extinct
Ptilonorhynchus_violaceus	extant
Ptychoramphus_aleuticus	extant
Puffinus	extinct
Puffinus_barnesi	extinct
Puffinus_calhouni	extinct
Puffinus_conradi	extinct
Puffinus_diatomicus	extinct
Puffinus_felthami	extinct
Puffinus_gavia	extinct
Puffinus_gilmorei	extinct
Puffinus_gravis	extinct
Puffinus_griseus	extinct
Puffinus_holeae	extinct
Puffinus_inceptor	extinct
Puffinus_kanakoffi	extinct
Puffinus_lherminieri	extant
Puffinus_micraulax	extinct
Puffinus_mitchelli	extinct
Puffinus_nestori	extinct
Puffinus_opisthomelas	extinct
Puffinus_pacificoides	extinct
Puffinus_pacificus	extant
Puffinus_priscus	extinct
Puffinus_puffinus	extinct
Puffinus_spelaeus	extant
Puffinus_tedfordi	extinct
Puffinus_tenuirostris	extinct
Pullornipes_aureus	extinct
Pygoscelis	extinct
Pygoscelis_calderensis	extinct
Pygoscelis_grandis	extinct
Pygoscelis_papua	extant
Pygoscelis_tyreei	extinct
Pyrrhocorax	extinct
Pyrrhocorax_graculus	extinct
Qianshanornis_rapax	extinct
Qiliania_graffini	extinct
Qinornis_paleocenica	extinct
Quercyrallus_ludianus	extinct
Querquedula	extinct
Querquedula_floridiana	extinct
Querquedula_integra	extinct
Querquedula_pullulans	extinct
Quiscalus	extinct
Quiscalus_major	extinct
Quiscalus_mexicanus	extinct
Quiscalus_quiscula	extinct
Rahonavis_ostromi	extinct
Rallidae	extinct
Rallinae	extinct
Rallus	extinct
Rallus_elegans	extinct
Rallus_hodgeni	extinct
Rallus_limicola	extinct
Rallus_longirostris	extant
Rallus_philippensis	extant
Rallus_recessus	extinct
Ramphastosula_aguierrei	extinct
Ramphastosula_ramirezi	extinct
Rapaxavis_pani	extinct
Raphus_cucullatus	extant
Ratitae	extinct
Recurvirostra	extinct
Remiornis	extinct
Remiornis_heberti	extinct
Rhea	extinct
Rhea_americana	extant
Rhea_fossilis	extinct
Rhea_pampeana	extinct
Rhea_subpampeana	extinct
Rhegminornis_calobates	extinct
Rheidae	extinct
Rhipidura_fuliginosa	extant
Rhynchaeites_messelensis	extinct
Rissa	extinct
Rissa_estesi	extinct
Rissa_tridactyla	extant
Romainvillia	extinct
Romainvilliinae	extinct
Rupelramphastoides_knopfi	extinct
Rupephaps_taketake	extinct
Samrukia_nessovi	extinct
Sapeornis_chaoyangensis	extinct
Sarcoramphus_fischeri	extinct
Sarcorhamphus_fossilis	extinct
Sarjeantopodus_semipalmatus	extinct
Sarmatosula_dobrogensis	extinct
Sayornis_phoebe	extinct
Sazavis_prisca	extinct
Sceloglaux_albifacies	extant
Schizooura_lii	extinct
Scolecophagus_affinis	extinct
Scolopaci	extinct
Scolopacidae	extinct
Scolopax	extinct
Scolopax_hutchensi	extinct
Scolopax_minor	extinct
Scopelortyx_klinghardtensis	extinct
Scopus	extinct
Septentrogon_madseni	extinct
Shandongornipes_muxiai	extinct
Shanweiniao_cooperorum	extinct
Shengjingornis_yangi	extinct
Shenqiornis_mengi	extinct
Shenzhouraptor_sinensis	extinct
Shiriyanetta_hasegawai	extinct
Sinanas	extinct
Sinornis_santensis	extinct
Sitta	extinct
Sitta_canadensis	extinct
Somateria	extinct
Somateria_mollissima	extant
Songlingornis_linghensis	extinct
Songzia_heidangkouensis	extinct
Soroavisaurus_australis	extinct
Spatula	extinct
Speotyto_cunicularia	extinct
Spheniscidae	extinct
Sphenisciformes	extinct
Spheniscus	extinct
Spheniscus_chilensis	extinct
Spheniscus_demersus	extant
Spheniscus_megaramphus	extinct
Spheniscus_muizoni	extinct
Spheniscus_urbinai	extinct
Spizaetus	extinct
Spizaetus_tanneri	extinct
Spizella	extinct
Spizella_pusilla	extinct
Steatornithidae	extinct
Steganopus	extinct
Stemec_suntokum	extinct
Stercorarius	extinct
Stercorarius_longicaudus	extinct
Stercorarius_parasiticus	extinct
Stercorarius_pomarinus	extinct
Sterna	extinct
Sterna_fuscata	extant
Sterna_maxima	extinct
Sterna_nilotica	extinct
Stictocarbo_kumeyaay	extinct
Stictocarbo_punctatus	extinct
Streptopelia	extinct
Strigidae	extinct
Strigiformes	extinct
Strigops	extinct
Strix	extinct
Strix_brevis	extinct
Strix_dakota	extinct
Strix_varia	extinct
Struthio	extinct
Struthio_asiaticus	extinct
Struthio_camelus	extant
Struthio_chersonensis	extinct
Struthionidae	extinct
Sturnella	extinct
Sturnus	extinct
Sula	extinct
Sula_brandi	extinct
Sula_clarki	extinct
Sula_dactylatra	extant
Sula_figueroae	extinct
Sula_magna	extinct
Sula_pohli	extinct
Sula_sula	extant
Sula_sulita	extinct
Sula_universitatis	extinct
Sula_willetti	extinct
Sulcavis_geeorum	extinct
Sulidae	extinct
Surnia	extinct
Sylviidae	extinct
Synthliboramphus	extinct
Synthliboramphus_antiquus	extant
Synthliboramphus_hypoleucus	extinct
Synthliboramphus_rineyi	extinct
Syrigma_sanctimartini	extinct
Tachybaptus	extinct
Tachybaptus_dominicus	extinct
Tachycineta	extinct
Tachycineta_speleodytes	extinct
Tadorna	extinct
Tadorna_tadornoides	extinct
Tadorna_variegata	extinct
Taoperdix	extinct
Tatarornipes_chabuensis	extinct
Taubatornis_campbelli	extinct
Telecrex_grangeri	extinct
Telmabates_antiquus	extinct
Telmabates_howardae	extinct
Telmatornis_priscus	extinct
Teratornis_merriami	extant
Tereingaornis_moisleyi	extinct
Terpsiphone	extinct
Teviornis_gobiensis	extinct
Thalassarche	extinct
Thalassarche_bulleri	extinct
Thambetochen	extinct
Thambetochen_chauliodous	extinct
Thambetochen_xanion	extinct
Thamnornis	extinct
Thegornis_debilis	extinct
Theristicus_wetmorei	extinct
Thinocoridae	extinct
Thinocorus	extinct
Thinocorus_koepckae	extinct
Thomasococcyx_philohippus	extinct
Threskiornithidae	extinct
Threskiornithinae	extinct
Tianyuornis_cheni	extinct
Tigrisoma	extinct
Tinamidae	extinct
Tinamisornis_intermedius	extinct
Tinamisornis_parvulus	extinct
Titanis_walleri	extinct
Tonniornis_mesetaensis	extinct
Tonniornis_minimum	extinct
Tonsala_buchanani	extinct
Tonsala_hildegardae	extinct
Torotix_clemensi	extinct
Totanus	extinct
Toxostoma	extinct
Toxostoma_rufum	extinct
Treleudytes_crassa	extinct
Tringa	extinct
Tringa_ameghini	extinct
Tringa_fuscicollis	extinct
Tringa_ochropus	extinct
Tringinae	extinct
Troglodytes	extinct
Tshulia_litorea	extinct
Turdinae	extinct
Turdus	extinct
Turdus_migratorius	extant
Turnagra_capensis	extant
Turnipax_oechslerorum	extinct
Turnix	extinct
Turnix_varia	extant
Tympanonesiotes_wetmorei	extinct
Tympanuchus	extinct
Tympanuchus_cupido	extinct
Tympanuchus_lulli	extinct
Tympanuchus_pallidicinctus	extinct
Tympanuchus_stirtoni	extinct
Tyto	extinct
Tyto_alba	extant
Tyto_balearica	extinct
Tyto_mourerchauvireae	extinct
Tytthostonyx_glauconiticus	extinct
Uhangrichnus_chuni	extinct
Uintornis_lucaris	extinct
Uintornis_marionae	extinct
Upupa	extinct
Upupa_antaios	extinct
Uria	extinct
Uria_aalge	extant
Uria_affinis	extinct
Uria_brodkorbi	extinct
Uria_lomvia	extant
Uria_paleohesperis	extinct
Urubitinga_enecta	extinct
Vanga	extinct
Vastanavis	extinct
Vastanavis_eocaena	extinct
Vegavis_iaai	extinct
Vermivora	extinct
Vermivora_celata	extinct
Vescornis_hebeiensis	extinct
Viator_picis	extinct
Volgavis_marina	extinct
Vorona_berivotrensis	extinct
Vultur	extinct
Vultur_gryphus	extinct
Waimanu_manneringi	extinct
Waimanu_tuatahi	extinct
Walbeckornis	extinct
Walbeckornis_creber	extinct
Wanshuina_lii	extinct
Wieslochia_weissi	extinct
Wilaru_prideauxi	extinct
Wilaru_tedfordi	extinct
Wimanornis_seymourensis	extinct
Xanthocephalus_xanthocephalus	extinct
Xema	extinct
Xenerodiops_mycter	extinct
Xiangornis_shenmi	extinct
Xinghaiornis_lini	extinct
Yacoraitichnus_avis	extinct
Yandangornis_longicaudus	extinct
Yanornis_guozhangi	extinct
Yanornis_martini	extinct
Yixianornis_grabaui	extinct
Youngornis	extinct
Yuanjiawaornis_viriosus	extinct
Yumenornis_huangi	extinct
Yungavolucris_brevipedalis	extinct
Zenaida	extinct
Zenaida_macroura	extant
Zheroia_kurochkini	extinct
Zhongjianornis_yangi	extinct
Zhouornis_hani	extinct
Zhylgaia_aestiflua	extinct
Zhyraornis_logunovi	extinct
Zonotrichia	extinct
Zonotrichia_albicollis	extinct
Zonotrichia_leucophrys	extinct
Zosterops	extinct
Zygodactylus_ignotus	extinct
Zygodactylus_luberonensis	extinct
